,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
36,19.0,이터널 리턴,액션,12.01,"2,358","61,069",82.0,"44,992",카카오/스팀
38,20.0,엘리온,RPG,2.27,"1,475","57,875",127.0,"27,671",카카오게임즈
40,21.0,스타크래프트2,RTS,0.64,"2,719","57,188",83.0,"41,667",블리자드
42,22.0,블레이드 & 소울,RPG,2.16,"1,291","55,043",149.0,"22,048",엔씨소프트
44,23.0,APEX LEGENDS,FPS,1.15,"1,480","43,876",89.0,"29,999",Origin/스팀
46,24.0,검은사막,RPG,1.45,"1,199","37,017",138.0,"16,105",(주)펄어비스
48,25.0,레인보우식스 시즈,FPS,0.96,"1,773","36,863",77.0,"28,727",네오위즈/스팀
50,26.0,한게임 로우바둑이,보드,13.32,"1,750","35,310",25.0,"86,775",한게임
52,27.0,테일즈런너,스포츠,3.73,"2,177","35,159",51.0,"41,512",스마일게이트
54,28.0,스페셜포스,FPS,0.91,"1,214","34,936",115.0,"18,211",네오위즈
56,29.0,크레이지아케이드,아케이드,66.4,"2,348","32,649",40.0,"49,211",넥슨
58,30.0,GTA 5,액션,6.15,"1,485","31,267",74.0,"25,341",스팀
0,1.0,리그 오브 레전드,RTS,93.23,"7,503","8,184,461",102.0,"4,842,860",라이엇게임즈
2,2.0,서든어택,FPS,41.83,"7,224","1,572,363",82.0,"1,158,017",넥슨
4,3.0,배틀그라운드,FPS,26.3,"6,855","988,730",101.0,"590,273",카카오/스팀
6,4.0,FIFA 온라인 4,스포츠,91.72,"7,291","835,829",59.0,"863,615",넥슨
8,5.0,오버워치,FPS,21.99,"6,974","826,536",88.0,"569,439",블리자드
10,6.0,로스트아크,RPG,29.55,"6,450","746,546",133.0,"338,438",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.39,"6,497","384,539",84.0,"275,154",블리자드
14,8.0,아이온,RPG,14.83,"4,349","374,531",146.0,"154,956",엔씨소프트
16,9.0,메이플스토리,RPG,13.76,"5,999","347,573",99.0,"212,100",넥슨
18,10.0,던전앤파이터,액션,46.72,"4,925","231,744",107.0,"126,470",넥슨
20,11.0,리니지2,RPG,8.49,"1,055","214,391",497.0,"26,247",엔씨소프트
22,12.0,발로란트,FPS,3.58,"3,819","134,395",78.0,"105,837",라이엇게임즈
24,13.0,리니지,RPG,5.26,"1,986","132,779",189.0,"42,343",엔씨소프트
26,14.0,월드 오브 워크래프트,RPG,4.72,"2,677","119,158",147.0,"48,872",블리자드
28,15.0,디아블로3,RPG,4.49,"2,963","113,266",125.0,"54,610",블리자드
30,16.0,사이퍼즈,액션,19.15,"2,724","94,964",125.0,"45,380",넥슨
32,17.0,카트라이더,레이싱,97.96,"5,088","87,396",35.0,"152,144",넥슨
34,18.0,워크래프트3 리포지드,RTS,0.9,"2,341","78,176",92.0,"51,164",블리자드
36,19.0,스타크래프트2,RTS,0.69,"2,812","60,474",83.0,"43,857",블리자드
38,20.0,이터널 리턴,액션,12.12,"2,280","60,103",83.0,"43,677",카카오/스팀
40,21.0,블레이드 & 소울,RPG,2.13,"1,252","53,737",145.0,"22,277",엔씨소프트
42,22.0,엘리온,RPG,2.04,"1,160","51,345",147.0,"21,098",카카오게임즈
44,23.0,APEX LEGENDS,FPS,1.23,"1,544","46,033",85.0,"33,577",Origin/스팀
46,24.0,패스 오브 엑자일,RPG,1.46,"1,009","36,786",119.0,"35,939",카카오/그라인딩 기어 게임즈
48,25.0,검은사막,RPG,1.38,"1,117","34,764",141.0,"14,821",(주)펄어비스
50,26.0,한게임 로우바둑이,보드,13.2,"1,715","34,302",26.0,"81,680",한게임
52,27.0,테일즈런너,스포츠,3.74,"2,091","34,059",52.0,"39,842",스마일게이트
54,28.0,스페셜포스,FPS,0.91,"1,197","33,853",112.0,"18,335",네오위즈
56,29.0,레인보우식스 시즈,FPS,0.89,"1,653","33,345",78.0,"25,837",네오위즈/스팀
58,30.0,크레이지아케이드,아케이드,66.72,"2,250","32,102",42.0,"46,938",넥슨
0,1.0,리그 오브 레전드,RTS,93.32,"7,508","8,305,778",102,"4,907,519",라이엇게임즈
2,2.0,서든어택,FPS,41.74,"7,226","1,587,822",81,"1,182,709",넥슨
4,3.0,배틀그라운드,FPS,26.75,"6,880","1,017,354",99,"619,197",카카오/스팀
6,4.0,오버워치,FPS,21.63,"6,957","822,639",88,"568,209",블리자드
8,5.0,FIFA 온라인 4,스포츠,91.63,"7,290","811,103",58,"846,976",넥슨
10,6.0,로스트아크,RPG,27.94,"6,362","715,746",133,"323,134",스마일게이트
12,7.0,메이플스토리,RPG,15.4,"6,215","394,401",95,"251,295",넥슨
14,8.0,스타크래프트 리마스터,RTS,4.31,"6,503","383,460",84,"276,263",블리자드
16,9.0,아이온,RPG,13.93,"4,311","356,774",142,"151,911",엔씨소프트
18,10.0,던전앤파이터,액션,48.0,"5,035","239,285",105,"134,823",넥슨
20,11.0,리니지2,RPG,8.19,"1,035","209,631",496,"25,738",엔씨소프트
22,12.0,발로란트,FPS,3.65,"3,897","138,833",78,"108,654",라이엇게임즈
24,13.0,패스 오브 엑자일,RPG,5.08,"2,375","129,937",166,"47,525",카카오/그라인딩 기어 게임즈
26,14.0,리니지,RPG,5.04,"1,968","128,961",182,"42,630",엔씨소프트
28,15.0,월드 오브 워크래프트,RPG,4.49,"2,609","114,904",146,"47,501",블리자드
30,16.0,사이퍼즈,액션,19.04,"2,748","94,911",125,"45,492",넥슨
32,17.0,디아블로3,RPG,3.63,"2,675","92,751",118,"47,147",블리자드
34,18.0,카트라이더,레이싱,98.13,"5,224","90,127",35,"158,828",넥슨
36,19.0,워크래프트3 리포지드,RTS,0.88,"2,307","77,514",91,"51,202",블리자드
38,20.0,스타크래프트2,RTS,0.7,"2,846","61,677",83,"44,821",블리자드
40,21.0,이터널 리턴,액션,11.46,"2,332","57,136",83,"41,567",카카오/스팀
42,22.0,블레이드 & 소울,RPG,2.09,"1,271","53,306",141,"22,560",엔씨소프트
44,23.0,APEX LEGENDS,FPS,1.26,"1,603","47,569",94,"30,636",Origin/스팀
46,24.0,엘리온,RPG,1.71,942,"43,725",161,"16,333",카카오게임즈
48,25.0,테일즈런너,스포츠,3.79,"2,105","33,490",51,"40,203",스마일게이트
50,26.0,스페셜포스,FPS,0.88,"1,167","33,403",115,"17,475",네오위즈
52,27.0,검은사막,RPG,1.29,"1,140","32,932",133,"14,865",(주)펄어비스
54,28.0,레인보우식스 시즈,FPS,0.87,"1,650","32,823",77,"25,748",네오위즈/스팀
56,29.0,히어로즈 오브 더 스톰,RTS,0.37,"1,378","32,256",101,"19,334",블리자드
58,30.0,크레이지아케이드,아케이드,64.95,"2,267","31,413",40,"47,387",넥슨
0,1.0,리그 오브 레전드,RTS,94.0,"7,508","7,741,624",99,"4,708,304",라이엇게임즈
2,2.0,서든어택,FPS,41.02,"7,258","1,415,310",77,"1,117,322",넥슨
4,3.0,배틀그라운드,FPS,26.25,"6,948","905,675",88,"620,486",카카오/스팀
6,4.0,오버워치,FPS,22.6,"6,999","779,731",83,"571,768",블리자드
8,5.0,FIFA 온라인 4,스포츠,91.62,"7,282","708,063",57,"756,514",넥슨
10,6.0,로스트아크,RPG,27.83,"6,313","583,424",132,"264,321",스마일게이트
12,7.0,메이플스토리,RPG,16.09,"6,344","337,313",90,"224,230",넥슨
14,8.0,스타크래프트 리마스터,RTS,3.96,"6,568","325,744",79,"248,728",블리자드
16,9.0,아이온,RPG,14.03,"4,265","294,120",143,"123,651",엔씨소프트
18,10.0,던전앤파이터,액션,44.45,"4,989","182,035",100,"107,913",넥슨
20,11.0,리니지2,RPG,8.39,"1,046","175,857",441,"26,914",엔씨소프트
22,12.0,발로란트,FPS,4.13,"4,182","142,267",75,"115,943",라이엇게임즈
24,13.0,리니지,RPG,5.09,"1,900","106,655",192,"33,442",엔씨소프트
26,14.0,패스 오브 엑자일,RPG,4.59,"2,217","96,062",163,"35,450",카카오/그라인딩 기어 게임즈
28,15.0,월드 오브 워크래프트,RPG,4.37,"2,547","91,465",145,"37,985",블리자드
30,16.0,카트라이더,레이싱,98.28,"5,442","85,641",33,"157,074",넥슨
32,17.0,사이퍼즈,액션,19.29,"2,726","78,976",124,"38,087",넥슨
34,18.0,디아블로3,RPG,3.29,"2,480","68,857",117,"35,479",블리자드
36,19.0,워크래프트3 리포지드,RTS,0.75,"2,284","61,054",89,"41,463",블리자드
38,20.0,이터널 리턴,액션,13.64,"2,598","55,850",75,"45,581",카카오/스팀
40,21.0,스타크래프트2,RTS,0.63,"2,880","51,223",80,"38,502",블리자드
42,22.0,블레이드 & 소울,RPG,2.02,"1,220","42,346",134,"18,929",엔씨소프트
44,23.0,APEX LEGENDS,FPS,1.22,"1,672","41,940",90,"28,000",Origin/스팀
46,24.0,엘리온,RPG,1.56,845,"32,541",171,"11,458",카카오게임즈
48,25.0,레인보우식스 시즈,FPS,0.92,"1,844","31,497",72,"26,531",네오위즈/스팀
50,26.0,테일즈런너,스포츠,3.98,"2,306","30,746",48,"38,904",스마일게이트
52,27.0,크레이지아케이드,아케이드,66.29,"2,442","29,472",39,"45,834",넥슨
54,28.0,GTA 5,액션,7.19,"1,606","29,413",73,"24,470",스팀
56,29.0,스페셜포스,FPS,0.84,"1,170","28,793",117,"14,803",네오위즈
58,30.0,검은사막,RPG,1.35,"1,151","28,214",128,"13,275",(주)펄어비스
0,1.0,리그 오브 레전드,RTS,93.84,"7,507","1,823,830",102.0,"1,075,737",라이엇게임즈
2,2.0,서든어택,FPS,38.07,"7,314","308,372",75.0,"248,191",넥슨
4,3.0,배틀그라운드,FPS,28.59,"7,123","231,574",93.0,"150,553",카카오/스팀
6,4.0,오버워치,FPS,22.98,"7,160","186,122",81.0,"137,896",블리자드
8,5.0,FIFA 온라인 4,스포츠,92.29,"7,384","182,297",58.0,"189,745",넥슨
10,6.0,로스트아크,RPG,30.94,"6,518","146,785",148.0,"59,862",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,3.95,"6,861","76,695",77.0,"60,522",블리자드
14,8.0,메이플스토리,RPG,15.92,"6,582","75,520",93.0,"48,995",넥슨
16,9.0,아이온,RPG,13.04,"4,560","61,867",139.0,"26,833",엔씨소프트
18,10.0,던전앤파이터,액션,48.72,"5,650","54,181",123.0,"26,609",넥슨
20,11.0,발로란트,FPS,4.16,"4,919","33,648",71.0,"28,453",라이엇게임즈
22,12.0,리니지2,RPG,6.89,"1,193","32,652",479.0,"4,090",엔씨소프트
24,13.0,리니지,RPG,4.76,"2,259","22,575",187.0,"7,261",엔씨소프트
26,14.0,카트라이더,레이싱,98.27,"6,118","21,407",33.0,"39,940",넥슨
28,15.0,패스 오브 엑자일,RPG,4.49,"2,535","21,261",167.0,"7,645",카카오/그라인딩 기어 게임즈
30,16.0,사이퍼즈,액션,17.86,"3,284","19,858",126.0,"9,486",넥슨
32,17.0,월드 오브 워크래프트,RPG,4.07,"2,806","19,308",150.0,"7,768",블리자드
34,18.0,워크래프트3 리포지드,RTS,0.81,"2,833","15,739",89.0,"10,625",블리자드
36,19.0,디아블로3,RPG,3.19,"2,904","15,105",116.0,"7,818",블리자드
38,20.0,이터널 리턴,액션,12.62,"3,096","14,026",69.0,"12,245",카카오/스팀
40,21.0,스타크래프트2,RTS,0.65,"3,503","12,584",77.0,"9,809",블리자드
42,22.0,블레이드 & 소울,RPG,2.03,"1,493","9,588",140.0,"4,134",엔씨소프트
44,23.0,APEX LEGENDS,FPS,1.17,"1,967","9,397",88.0,"6,468",Origin/스팀
46,24.0,한게임 로우바둑이,보드,16.87,"2,210","7,894",24.0,"19,906",한게임
48,25.0,GTA 5,액션,6.82,"2,097","7,574",72.0,"6,381",스팀
50,26.0,크레이지아케이드,아케이드,69.86,"3,178","7,557",38.0,"12,018",넥슨
52,27.0,테일즈런너,스포츠,3.81,"2,880","7,524",52.0,"8,843",스마일게이트
54,28.0,레인보우식스 시즈,FPS,0.93,"2,282","7,453",71.0,"6,316",네오위즈/스팀
56,29.0,히어로즈 오브 더 스톰,RTS,0.37,"1,748","7,066",103.0,"4,154",블리자드
58,30.0,검은사막,RPG,1.39,"1,455","6,552",133.0,"2,972",(주)펄어비스
0,1.0,리그 오브 레전드,RTS,94.01,"7,453","9,880,915",101,"5,869,086",라이엇게임즈
2,2.0,서든어택,FPS,39.43,"7,214","1,787,964",77,"1,396,853",넥슨
4,3.0,배틀그라운드,FPS,27.83,"6,992","1,261,884",94,"809,130",카카오/스팀
6,4.0,오버워치,FPS,22.55,"7,035","1,022,619",83,"745,287",블리자드
8,5.0,FIFA 온라인 4,스포츠,92.37,"7,277","1,021,536",58,"1,068,060",넥슨
10,6.0,로스트아크,RPG,29.17,"6,326","755,869",138,"326,839",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,3.9,"6,597","409,455",78,"317,721",블리자드
14,8.0,메이플스토리,RPG,15.37,"6,293","398,174",92,"260,262",넥슨
16,9.0,아이온,RPG,13.85,"4,306","358,750",138,"156,912",엔씨소프트
18,10.0,던전앤파이터,액션,43.76,"4,975","231,132",106,"129,225",넥슨
20,11.0,리니지2,RPG,8.09,"1,083","209,668",455,"28,040",엔씨소프트
22,12.0,발로란트,FPS,4.18,"4,487","189,219",73,"156,811",라이엇게임즈
24,13.0,리니지,RPG,5.13,"2,036","132,879",179,"45,114",엔씨소프트
26,14.0,패스 오브 엑자일,RPG,4.36,"2,180","112,977",170,"39,973",카카오/그라인딩 기어 게임즈
28,15.0,카트라이더,레이싱,98.52,"5,586","110,099",33,"203,148",넥슨
30,16.0,월드 오브 워크래프트,RPG,4.12,"2,511","106,690",145,"44,372",블리자드
32,17.0,사이퍼즈,액션,18.96,"2,813","100,114",123,"48,622",넥슨
34,18.0,디아블로3,RPG,3.1,"2,419","80,105",117,"41,228",블리자드
36,19.0,워크래프트3 리포지드,RTS,0.76,"2,370","79,324",92,"52,167",블리자드
38,20.0,이터널 리턴,액션,13.54,"2,689","71,492",73,"59,634",카카오/스팀
40,21.0,스타크래프트2,RTS,0.63,"2,996","65,285",80,"49,244",블리자드
42,22.0,APEX LEGENDS,FPS,1.33,"1,839","60,014",88,"41,730",Origin/스팀
44,23.0,블레이드 & 소울,RPG,1.89,"1,261","48,809",130,"22,484",엔씨소프트
46,24.0,레인보우식스 시즈,FPS,0.9,"1,950","40,515",71,"34,056",네오위즈/스팀
48,25.0,테일즈런너,스포츠,3.65,"2,390","40,270",50,"48,793",스마일게이트
50,26.0,크레이지아케이드,아케이드,68.15,"2,662","39,841",39,"61,389",넥슨
52,27.0,GTA 5,액션,7.51,"1,775","39,619",71,"33,828",스팀
54,28.0,엘리온,RPG,1.49,842,"38,521",161,"14,507",카카오게임즈
56,29.0,한게임 로우바둑이,보드,13.58,"1,819","35,916",25,"88,316",한게임
58,30.0,검은사막,RPG,1.39,"1,180","35,908",132,"16,355",(주)펄어비스
0,1.0,리그 오브 레전드,RTS,93.53,"7,399","8,896,283",100,"5,331,798",라이엇게임즈
2,2.0,서든어택,FPS,38.64,"7,128","1,620,979",78,"1,261,667",넥슨
4,3.0,배틀그라운드,FPS,29.04,"6,926","1,218,115",96,"768,395",카카오/스팀
6,4.0,오버워치,FPS,22.19,"6,894","930,887",85,"661,972",블리자드
8,5.0,FIFA 온라인 4,스포츠,92.05,"7,208","897,091",57,"953,391",넥슨
10,6.0,로스트아크,RPG,28.89,"6,243","696,290",132,"324,147",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.24,"6,497","402,529",80,"304,413",블리자드
14,8.0,메이플스토리,RPG,15.07,"6,128","363,215",91,"239,234",넥슨
16,9.0,아이온,RPG,13.83,"4,152","333,411",145,"138,093",엔씨소프트
18,10.0,던전앤파이터,액션,43.5,"4,822","215,817",105,"121,109",넥슨
20,11.0,리니지2,RPG,8.67,"1,069","208,969",470,"27,223",엔씨소프트
22,12.0,발로란트,FPS,3.91,"4,216","163,755",75,"132,036",라이엇게임즈
24,13.0,리니지,RPG,5.9,"2,146","142,092",177,"48,265",엔씨소프트
26,14.0,월드 오브 워크래프트,RPG,4.13,"2,492","99,331",141,"42,424",블리자드
28,15.0,카트라이더,레이싱,98.35,"5,311","99,100",34,"178,838",넥슨
30,16.0,사이퍼즈,액션,19.29,"2,777","95,665",122,"47,012",넥슨
32,17.0,패스 오브 엑자일,RPG,3.95,"1,982","95,073",166,"34,461",카카오/그라인딩 기어 게임즈
34,18.0,워크래프트3 리포지드,RTS,0.83,"2,327","78,239",92,"51,455",블리자드
36,19.0,디아블로3,RPG,2.86,"2,216","68,766",115,"36,039",블리자드
38,20.0,이터널 리턴,액션,13.46,"2,476","66,774",84,"47,759",카카오/스팀
40,21.0,APEX LEGENDS,FPS,1.52,"1,957","63,447",94,"40,605",Origin/스팀
42,22.0,스타크래프트2,RTS,0.67,"2,910","63,054",83,"45,978",블리자드
44,23.0,블레이드 & 소울,RPG,1.95,"1,221","46,953",132,"21,225",엔씨소프트
46,24.0,크레이지아케이드,아케이드,67.97,"2,468","36,747",39,"57,011",넥슨
48,25.0,엘리온,RPG,1.5,806,"35,934",158,"13,680",카카오게임즈
50,26.0,테일즈런너,스포츠,3.67,"2,288","35,702",48,"45,522",스마일게이트
52,27.0,GTA 5,액션,7.04,"1,590","34,900",72,"29,303",스팀
54,28.0,검은사막,RPG,1.38,"1,118","33,068",132,"14,989",(주)펄어비스
56,29.0,한게임 로우바둑이,보드,12.76,"1,721","31,925",25,"77,730",한게임
58,30.0,스페셜포스,FPS,0.76,"1,094","31,873",115,"16,695",네오위즈
0,1.0,리그 오브 레전드,RTS,93.39,"7,403","9,585,771",101,"5,723,172",라이엇게임즈
2,2.0,서든어택,FPS,36.05,"7,152","1,700,346",80,"1,286,648",넥슨
4,3.0,배틀그라운드,FPS,32.23,"7,033","1,519,965",95,"967,749",카카오/스팀
6,4.0,오버워치,FPS,22.06,"6,948","1,040,526",85,"742,571",블리자드
8,5.0,FIFA 온라인 4,스포츠,92.04,"7,225","968,295",58,"1,010,518",넥슨
10,6.0,로스트아크,RPG,29.2,"6,246","723,949",136,"317,597",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.29,"6,609","439,893",81,"328,783",블리자드
14,8.0,메이플스토리,RPG,14.78,"6,147","366,267",88,"248,489",넥슨
16,9.0,아이온,RPG,13.56,"4,106","336,042",148,"136,547",엔씨소프트
18,10.0,던전앤파이터,액션,43.53,"4,924","225,448",95,"142,762",넥슨
20,11.0,리니지2,RPG,8.25,"1,110","204,387",459,"27,110",엔씨소프트
22,12.0,발로란트,FPS,3.8,"4,344","179,174",75,"146,463",라이엇게임즈
24,13.0,리니지,RPG,6.24,"2,247","154,531",174,"53,324",엔씨소프트
26,14.0,카트라이더,레이싱,98.23,"5,389","106,810",34,"191,330",넥슨
28,15.0,월드 오브 워크래프트,RPG,4.15,"2,540","102,761",139,"44,413",블리자드
30,16.0,사이퍼즈,액션,19.05,"2,830","98,626",121,"48,514",넥슨
32,17.0,패스 오브 엑자일,RPG,3.59,"1,889","88,892",150,"36,999",카카오/그라인딩 기어 게임즈
34,18.0,워크래프트3 리포지드,RTS,0.86,"2,502","87,985",93,"56,920",블리자드
36,19.0,스타크래프트2,RTS,0.68,"3,058","69,235",84,"49,831",블리자드
38,20.0,디아블로3,RPG,2.75,"2,184","68,036",117,"35,157",블리자드
40,21.0,이터널 리턴,액션,12.91,"2,461","66,856",85,"47,768",카카오/스팀
42,22.0,APEX LEGENDS,FPS,1.41,"2,015","66,215",95,"42,107",Origin/스팀
44,23.0,블레이드 & 소울,RPG,2.01,"1,256","49,757",136,"21,891",엔씨소프트
46,24.0,크레이지아케이드,아케이드,70.49,"2,655","41,211",40,"62,959",넥슨
48,25.0,테일즈런너,스포츠,3.86,"2,394","40,556",49,"49,763",스마일게이트
50,26.0,GTA 5,액션,7.74,"1,714","40,070",73,"33,233",스팀
52,27.0,히어로즈 오브 더 스톰,RTS,0.36,"1,474","36,807",103,"21,554",블리자드
54,28.0,파이널판타지14,RPG,1.48,999,"36,661",161,"13,443",액토즈소프트
56,29.0,스페셜포스,FPS,0.77,"1,207","36,228",119,"18,386",네오위즈
58,30.0,레인보우식스 시즈,FPS,0.76,"1,788","35,510",65,"33,696",네오위즈/스팀
0,1.0,리그 오브 레전드,RTS,92.99,"7,399","8,556,120",100,"5,125,648",라이엇게임즈
2,2.0,서든어택,FPS,35.53,"7,102","1,511,152",80,"1,143,533",넥슨
4,3.0,배틀그라운드,FPS,33.01,"6,965","1,404,036",97,"873,664",카카오/스팀
6,4.0,오버워치,FPS,21.7,"6,892","922,701",86,"648,542",블리자드
8,5.0,FIFA 온라인 4,스포츠,91.23,"7,164","805,053",57,"859,015",넥슨
10,6.0,로스트아크,RPG,28.61,"6,175","652,745",134,"292,665",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.64,"6,553","426,417",82,"315,620",블리자드
14,8.0,메이플스토리,RPG,14.62,"6,035","333,551",90,"223,286",넥슨
16,9.0,아이온,RPG,14.21,"4,023","324,247",147,"133,351",엔씨소프트
18,10.0,던전앤파이터,액션,47.38,"4,922","234,992",97,"140,818",넥슨
20,11.0,리니지2,RPG,8.79,"1,133","200,420",402,"31,427",엔씨소프트
22,12.0,발로란트,FPS,3.73,"4,159","158,460",76,"126,214",라이엇게임즈
24,13.0,리니지,RPG,6.38,"2,153","145,405",182,"48,166",엔씨소프트
26,14.0,월드 오브 워크래프트,RPG,4.13,"2,395","94,016",137,"41,124",블리자드
28,15.0,카트라이더,레이싱,97.82,"5,088","91,172",35,"160,699",넥슨
30,16.0,사이퍼즈,액션,18.08,"2,651","89,639",122,"43,941",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.87,"2,351","79,918",92,"52,575",블리자드
34,18.0,패스 오브 엑자일,RPG,3.18,"1,657","72,425",136,"32,052",카카오/그라인딩 기어 게임즈
36,19.0,스타크래프트2,RTS,0.7,"2,942","64,374",83,"46,715",블리자드
38,20.0,APEX LEGENDS,FPS,1.45,"1,921","61,288",94,"39,537",Origin/스팀
40,21.0,디아블로3,RPG,2.55,"1,964","57,969",116,"30,187",블리자드
42,22.0,이터널 리턴,액션,11.38,"2,219","56,414",84,"40,281",카카오/스팀
44,23.0,블레이드 & 소울,RPG,2.06,"1,236","46,966",136,"20,726",엔씨소프트
46,24.0,GTA 5,액션,7.35,"1,595","36,408",76,"29,128",스팀
48,25.0,크레이지아케이드,아케이드,68.51,"2,405","36,193",41,"53,297",넥슨
50,26.0,테일즈런너,스포츠,4.07,"2,228","35,887",49,"43,982",스마일게이트
52,27.0,파이널판타지14,RPG,1.57,"1,012","35,618",158,"13,458",액토즈소프트
54,28.0,히어로즈 오브 더 스톰,RTS,0.38,"1,442","34,778",105,"19,935",블리자드
56,29.0,검은사막,RPG,1.48,"1,099","33,551",137,"14,723",(주)펄어비스
58,30.0,스페셜포스,FPS,0.77,"1,151","32,383",114,"17,126",네오위즈
0,1.0,리그 오브 레전드,RTS,92.97,"7,398","2,611,902",104.0,"1,511,103",라이엇게임즈
2,2.0,서든어택,FPS,34.57,"7,069","439,077",81.0,"325,678",넥슨
4,3.0,배틀그라운드,FPS,33.51,"6,992","425,597",100.0,"257,358",카카오/스팀
6,4.0,오버워치,FPS,21.98,"6,906","279,220",87.0,"194,554",블리자드
8,5.0,FIFA 온라인 4,스포츠,91.38,"7,155","241,797",56.0,"260,585",넥슨
10,6.0,로스트아크,RPG,27.37,"6,095","182,402",135.0,"80,619",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.6,"6,614","129,207",83.0,"93,626",블리자드
14,8.0,메이플스토리,RPG,15.11,"6,087","100,655",91.0,"66,064",넥슨
16,9.0,아이온,RPG,14.65,"4,047","97,629",151.0,"39,133",엔씨소프트
18,10.0,던전앤파이터,액션,51.33,"5,110","82,652",111.0,"43,651",넥슨
20,11.0,리니지2,RPG,9.2,"1,168","61,257",443.0,"8,316",엔씨소프트
22,12.0,발로란트,FPS,4.0,"4,333","50,726",77.0,"40,171",라이엇게임즈
24,13.0,리니지,RPG,6.32,"2,088","42,105",191.0,"13,237",엔씨소프트
26,14.0,월드 오브 워크래프트,RPG,4.23,"2,400","28,180",143.0,"11,831",블리자드
28,15.0,사이퍼즈,액션,17.32,"2,669","27,879",127.0,"13,137",넥슨
30,16.0,카트라이더,레이싱,97.58,"5,117","25,987",34.0,"46,954",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.89,"2,391","24,806",94.0,"15,881",블리자드
34,18.0,패스 오브 엑자일,RPG,3.03,"1,571","20,164",156.0,"7,788",카카오/그라인딩 기어 게임즈
36,19.0,스타크래프트2,RTS,0.7,"3,011","19,567",84.0,"14,109",블리자드
38,20.0,APEX LEGENDS,FPS,1.49,"1,977","18,824",97.0,"11,715",Origin/스팀
40,21.0,디아블로3,RPG,2.59,"1,940","17,200",119.0,"8,718",블리자드
42,22.0,이터널 리턴,액션,9.67,"2,219","15,561",83.0,"11,303",카카오/스팀
44,23.0,블레이드 & 소울,RPG,2.08,"1,220","13,855",143.0,"5,774",엔씨소프트
46,24.0,GTA 5,액션,7.2,"1,670","11,589",78.0,"8,969",스팀
48,25.0,히어로즈 오브 더 스톰,RTS,0.4,"1,530","11,023",106.0,"6,245",블리자드
50,26.0,테일즈런너,스포츠,4.08,"2,333","10,791",51.0,"12,905",스마일게이트
52,27.0,크레이지아케이드,아케이드,68.02,"2,450","10,773",42.0,"15,663",넥슨
54,28.0,검은사막,RPG,1.54,"1,119","10,228",141.0,"4,352",(주)펄어비스
56,29.0,스페셜포스,FPS,0.78,"1,174","9,882",119.0,"5,007",네오위즈
58,30.0,DOTA 2,RTS,0.33,622,"9,151",139.0,"3,938",스팀
0,1.0,리그 오브 레전드,RTS,92.8,"7,300","5,846,937",100,"3,512,252",라이엇게임즈
2,2.0,서든어택,FPS,36.49,"6,998","1,017,981",78,"785,347",넥슨
4,3.0,배틀그라운드,FPS,31.88,"6,825","889,395",92,"580,937",카카오/스팀
6,4.0,오버워치,FPS,21.62,"6,806","603,248",85,"429,973",블리자드
8,5.0,FIFA 온라인 4,스포츠,92.05,"7,081","595,449",56,"636,262",넥슨
10,6.0,로스트아크,RPG,29.62,"6,048","463,357",135,"205,995",스마일게이트
12,7.0,스타크래프트 리마스터,RTS,4.8,"6,553","301,914",78,"237,751",블리자드
14,8.0,아이온,RPG,14.57,"4,026","227,825",145,"94,858",엔씨소프트
16,9.0,메이플스토리,RPG,13.57,"5,861","212,237",90,"142,770",넥슨
18,10.0,던전앤파이터,액션,49.63,"4,925","166,691",96,"101,372",넥슨
20,11.0,리니지2,RPG,8.57,"1,115","133,931",405,"20,121",엔씨소프트
22,12.0,발로란트,FPS,4.1,"4,167","114,143",76,"92,050",라이엇게임즈
24,13.0,리니지,RPG,6.03,"2,038","94,247",180,"31,485",엔씨소프트
26,14.0,월드 오브 워크래프트,RPG,5.58,"2,790","87,197",133,"39,486",블리자드
28,15.0,사이퍼즈,액션,17.28,"2,515","58,038",121,"28,712",넥슨
30,16.0,카트라이더,레이싱,97.58,"4,892","56,944",34,"101,130",넥슨
32,17.0,워크래프트3 리포지드,RTS,0.85,"2,269","53,532",90,"36,238",블리자드
34,18.0,스타크래프트2,RTS,0.73,"2,941","45,382",81,"34,133",블리자드
36,19.0,패스 오브 엑자일,RPG,2.76,"1,471","43,143",149,"17,536",카카오/그라인딩 기어 게임즈
38,20.0,APEX LEGENDS,FPS,1.48,"1,882","41,236",95,"26,214",Origin/스팀
40,21.0,디아블로3,RPG,2.44,"1,855","38,035",114,"20,048",블리자드
42,22.0,이터널 리턴,액션,10.08,"1,994","33,854",83,"24,619",카카오/스팀
44,23.0,블레이드 & 소울,RPG,1.91,"1,159","29,841",127,"14,115",엔씨소프트
