,tablescraper-selected-row,name,tablescraper-selected-row 2,tablescraper-selected-row 3,num,num 2,num 3,num 4,tablescraper-selected-row 5
6,4.0,서든어택,FPS,6.99,"9,281","697,995",66.0,"640,601",넥슨
8,5.0,던전앤파이터,액션,74.88,"8,810","459,280",92.0,"293,586",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.04,"8,950","348,808",70.0,"299,411",블리자드
12,7.0,메이플스토리,RPG,17.13,"8,447","265,015",80.0,"199,113",넥슨
14,8.0,디아블로3,RPG,11.88,"6,843","183,686",121.0,"91,660",블리자드
16,9.0,리니지,RPG,11.47,"5,962","177,491",115.0,"92,812",엔씨소프트
18,10.0,천애명월도,RPG,10.53,"6,083","162,848",119.0,"82,782",넥슨
20,11.0,월드 오브 워크래프트,RPG,8.43,"5,469","130,307",124.0,"63,317",블리자드
22,12.0,아이온,RPG,6.57,"4,533","101,542",95.0,"64,744",엔씨소프트
24,13.0,카트라이더,레이싱,83.89,"7,952","94,740",36.0,"159,966",넥슨
26,14.0,블레이드 & 소울,RPG,5.54,"4,892","85,635",97.0,"53,192",엔씨소프트
28,15.0,사이퍼즈,액션,13.91,"5,047","85,281",108.0,"47,394",넥슨
30,16.0,검은사막,RPG,5.04,"4,839","77,978",108.0,"43,572",(주)펄어비스
32,17.0,워크래프트3 리포지드,RTS,1.27,"3,921","62,895",84.0,"45,300",블리자드
34,18.0,히어로즈 오브 더 스톰,RTS,1.04,"3,206","51,509",87.0,"35,591",블리자드
36,19.0,한게임 로우바둑이,보드,16.28,"3,807","41,400",27.0,"94,132",한게임
38,20.0,크레이지아케이드,아케이드,63.29,"5,390","39,382",30.0,"81,448",넥슨
40,21.0,테일즈런너,스포츠,4.52,"4,783","35,109",38.0,"56,881",스마일게이트
42,22.0,스페셜포스,FPS,0.35,"2,827","34,035",98.0,"20,879",네오위즈
44,23.0,스타크래프트2,RTS,0.69,"3,169","33,910",73.0,"27,875",블리자드
46,24.0,파이널판타지14,RPG,2.16,"2,079","33,347",137.0,"14,616",액토즈소프트
48,25.0,테라,RPG,2.02,"2,163","31,251",87.0,"21,549",넥슨
50,26.0,클로저스,액션,4.3,"2,702","26,326",81.0,"19,470",넥슨
52,27.0,하스스톤,보드,9.92,"4,593","25,226",38.0,"39,844",블리자드
54,28.0,리니지2,RPG,1.54,"1,824","23,782",139.0,"10,289",엔씨소프트
56,29.0,엘소드,RPG,1.52,"2,700","23,414",73.0,"18,961",넥슨
58,30.0,버블파이터,슈팅,83.08,"3,352","23,035",47.0,"29,607",넥슨
0,1.0,배틀그라운드,FPS,78.7,"9,337","14,006,081",92.0,"9,142,515",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.87,"9,404","7,931,387",91.0,"5,226,242",라이엇게임즈
4,3.0,오버워치,FPS,13.73,"9,281","2,443,389",67.0,"2,178,528",블리자드
6,4.0,서든어택,FPS,6.53,"9,112","1,161,132",64.0,"1,094,991",넥슨
8,5.0,던전앤파이터,액션,76.41,"8,671","905,130",86.0,"622,995",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.47,"8,778","665,870",71.0,"568,712",블리자드
12,7.0,메이플스토리,RPG,15.23,"7,925","454,494",80.0,"341,381",넥슨
14,8.0,리니지,RPG,12.68,"5,762","378,318",118.0,"193,357",엔씨소프트
16,9.0,디아블로3,RPG,11.27,"6,474","336,281",115.0,"175,791",블리자드
18,10.0,천애명월도,RPG,10.91,"5,474","325,358",121.0,"162,135",넥슨
20,11.0,월드 오브 워크래프트,RPG,8.48,"5,155","252,895",124.0,"122,971",블리자드
22,12.0,아이온,RPG,6.85,"4,189","204,185",97.0,"127,513",엔씨소프트
24,13.0,블레이드 & 소울,RPG,5.83,"4,499","173,940",95.0,"108,852",엔씨소프트
26,14.0,사이퍼즈,액션,14.37,"4,797","170,216",105.0,"97,028",넥슨
28,15.0,카트라이더,레이싱,83.72,"7,197","160,560",35.0,"279,902",넥슨
30,16.0,검은사막,RPG,5.15,"4,526","153,544",107.0,"86,242",(주)펄어비스
32,17.0,워크래프트3 리포지드,RTS,1.29,"3,450","114,654",86.0,"80,982",블리자드
34,18.0,히어로즈 오브 더 스톰,RTS,1.01,"2,799","89,847",86.0,"63,225",블리자드
36,19.0,한게임 로우바둑이,보드,15.21,"3,515","80,767",27.0,"179,662",한게임
38,20.0,스페셜포스,FPS,0.41,"2,532","71,424",104.0,"41,634",네오위즈
40,21.0,크레이지아케이드,아케이드,59.38,"4,541","70,108",31.0,"139,258",넥슨
42,22.0,파이널판타지14,RPG,2.27,"2,022","67,614",134.0,"30,366",액토즈소프트
44,23.0,스타크래프트2,RTS,0.72,"2,836","64,165",73.0,"52,965",블리자드
46,24.0,테라,RPG,2.01,"1,892","59,717",82.0,"43,618",넥슨
48,25.0,테일즈런너,스포츠,4.75,"3,848","54,880",36.0,"94,290",스마일게이트
50,26.0,리니지2,RPG,1.71,"1,698","50,883",140.0,"21,853",엔씨소프트
52,27.0,하스스톤,보드,9.33,"4,167","49,547",41.0,"76,335",블리자드
54,28.0,클로저스,액션,3.73,"2,180","44,179",81.0,"32,670",넥슨
56,29.0,한게임 신맞고,보드,8.22,"2,894","43,657",40.0,"65,648",한게임
58,30.0,거상,RPG,1.32,"1,672","39,224",89.0,"26,618",(주)에이케이인터렉티브
0,1.0,배틀그라운드,FPS,80.11,"9,313","13,843,994",85.0,"9,780,953",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.85,"9,389","7,683,397",92.0,"5,018,787",라이엇게임즈
4,3.0,오버워치,FPS,12.94,"9,256","2,236,223",66.0,"2,049,721",블리자드
6,4.0,서든어택,FPS,5.9,"9,067","1,018,846",65.0,"940,710",넥슨
8,5.0,던전앤파이터,액션,74.3,"8,621","853,869",81.0,"619,620",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.42,"8,717","641,642",70.0,"556,049",블리자드
12,7.0,메이플스토리,RPG,15.12,"7,817","428,206",80.0,"321,897",넥슨
14,8.0,리니지,RPG,12.46,"5,591","353,057",119.0,"178,266",엔씨소프트
16,9.0,천애명월도,RPG,11.65,"5,260","330,093",126.0,"156,704",넥슨
18,10.0,디아블로3,RPG,10.32,"6,269","292,259",113.0,"155,810",블리자드
20,11.0,월드 오브 워크래프트,RPG,8.5,"5,049","240,649",124.0,"116,459",블리자드
22,12.0,아이온,RPG,7.01,"4,036","198,536",96.0,"124,614",엔씨소프트
24,13.0,사이퍼즈,액션,16.53,"5,068","189,881",103.0,"110,632",넥슨
26,14.0,블레이드 & 소울,RPG,6.13,"4,408","173,431",96.0,"107,375",엔씨소프트
28,15.0,검은사막,RPG,5.27,"4,357","149,299",110.0,"81,270",(주)펄어비스
30,16.0,카트라이더,레이싱,84.56,"7,125","147,745",34.0,"268,282",넥슨
32,17.0,워크래프트3 리포지드,RTS,1.33,"3,439","114,459",85.0,"81,526",블리자드
34,18.0,히어로즈 오브 더 스톰,RTS,0.99,"2,732","85,099",86.0,"59,720",블리자드
36,19.0,한게임 로우바둑이,보드,14.83,"3,349","75,374",27.0,"168,131",한게임
38,20.0,스페셜포스,FPS,0.41,"2,528","70,437",102.0,"41,661",네오위즈
40,21.0,크레이지아케이드,아케이드,57.51,"4,371","63,326",31.0,"126,684",넥슨
42,22.0,스타크래프트2,RTS,0.73,"2,817","63,062",74.0,"52,069",블리자드
44,23.0,파이널판타지14,RPG,2.21,"1,937","62,411",127.0,"29,452",액토즈소프트
46,24.0,테라,RPG,1.94,"1,861","54,939",78.0,"42,487",넥슨
48,25.0,하스스톤,보드,10.03,"4,264","50,984",41.0,"77,160",블리자드
50,26.0,테일즈런너,스포츠,4.53,"3,706","50,655",34.0,"90,456",스마일게이트
52,27.0,리니지2,RPG,1.71,"1,619","48,221",136.0,"21,277",엔씨소프트
54,28.0,클로저스,액션,3.71,"2,144","42,532",79.0,"32,334",넥슨
56,29.0,한게임 신맞고,보드,8.34,"2,800","42,379",40.0,"64,031",한게임
58,30.0,DOTA 2,RTS,0.46,733,"39,644",103.0,"24,021",스팀
0,1.0,배틀그라운드,FPS,80.75,"9,321","13,752,784",84.0,"9,814,597",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.39,"9,392","7,444,302",88.0,"5,168,299",라이엇게임즈
4,3.0,오버워치,FPS,12.7,"9,262","2,161,919",65.0,"2,019,904",블리자드
6,4.0,서든어택,FPS,5.52,"9,037","938,544",67.0,"844,233",넥슨
8,5.0,던전앤파이터,액션,73.51,"8,540","793,684",83.0,"561,887",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.8,"8,748","656,582",73.0,"544,576",블리자드
12,7.0,천애명월도,RPG,14.34,"5,241","402,439",152.0,"158,907",넥슨
14,8.0,메이플스토리,RPG,14.25,"7,674","399,975",79.0,"302,231",넥슨
16,9.0,리니지,RPG,11.95,"5,439","335,461",121.0,"167,367",엔씨소프트
18,10.0,디아블로3,RPG,9.51,"6,016","266,932",112.0,"143,276",블리자드
20,11.0,월드 오브 워크래프트,RPG,8.35,"4,937","234,249",126.0,"112,067",블리자드
22,12.0,아이온,RPG,7.46,"4,132","209,418",95.0,"133,133",엔씨소프트
24,13.0,사이퍼즈,액션,17.42,"5,013","188,074",107.0,"105,128",넥슨
26,14.0,블레이드 & 소울,RPG,6.07,"4,379","170,233",95.0,"107,031",엔씨소프트
28,15.0,카트라이더,레이싱,86.07,"7,104","147,086",34.0,"263,968",넥슨
30,16.0,검은사막,RPG,5.16,"4,190","144,775",114.0,"76,608",(주)펄어비스
32,17.0,워크래프트3 리포지드,RTS,1.38,"3,463","115,707",86.0,"80,835",블리자드
34,18.0,히어로즈 오브 더 스톰,RTS,1.03,"2,731","86,668",86.0,"60,837",블리자드
36,19.0,스페셜포스,FPS,0.42,"2,563","70,469",102.0,"41,798",네오위즈
38,20.0,한게임 로우바둑이,보드,14.03,"3,243","69,614",28.0,"153,959",한게임
40,21.0,크레이지아케이드,아케이드,58.35,"4,293","62,947",31.0,"126,533",넥슨
42,22.0,스타크래프트2,RTS,0.73,"2,767","60,789",73.0,"50,624",블리자드
44,23.0,파이널판타지14,RPG,2.05,"1,808","57,392",131.0,"26,292",액토즈소프트
46,24.0,테라,RPG,1.93,"1,789","54,026",77.0,"42,038",넥슨
48,25.0,하스스톤,보드,9.57,"4,041","47,483",42.0,"69,243",블리자드
50,26.0,리니지2,RPG,1.69,"1,596","47,225",139.0,"20,464",엔씨소프트
52,27.0,테일즈런너,스포츠,3.99,"3,543","46,772",37.0,"76,801",스마일게이트
54,28.0,한게임 신맞고,보드,8.32,"2,772","41,248",40.0,"62,098",한게임
56,29.0,거상,RPG,1.43,"1,642","39,990",91.0,"26,278",(주)에이케이인터렉티브
58,30.0,DOTA 2,RTS,0.48,744,"39,790",109.0,"22,267",스팀
0,1.0,배틀그라운드,FPS,80.72,"9,333","13,080,106",85.0,"9,260,791",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.54,"9,392","7,356,970",92.0,"4,830,345",라이엇게임즈
4,3.0,오버워치,FPS,12.78,"9,240","2,070,520",65.0,"1,932,209",블리자드
6,4.0,서든어택,FPS,5.49,"8,986","888,925",67.0,"810,104",넥슨
8,5.0,던전앤파이터,액션,73.05,"8,498","734,196",84.0,"514,184",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.72,"8,736","640,754",72.0,"540,413",블리자드
12,7.0,메이플스토리,RPG,14.36,"7,633","380,184",78.0,"292,514",넥슨
14,8.0,천애명월도,RPG,13.38,"5,032","354,323",142.0,"150,172",넥슨
16,9.0,리니지,RPG,11.28,"5,201","298,779",113.0,"159,554",엔씨소프트
18,10.0,디아블로3,RPG,8.92,"5,801","236,072",108.0,"131,064",블리자드
20,11.0,월드 오브 워크래프트,RPG,8.61,"4,884","228,044",124.0,"110,999",블리자드
22,12.0,사이퍼즈,액션,18.52,"4,977","186,156",107.0,"104,186",넥슨
24,13.0,아이온,RPG,6.9,"3,960","182,662",90.0,"122,371",엔씨소프트
26,14.0,블레이드 & 소울,RPG,6.21,"4,357","164,480",92.0,"107,020",엔씨소프트
28,15.0,카트라이더,레이싱,85.57,"6,940","137,137",34.0,"249,141",넥슨
30,16.0,검은사막,RPG,4.99,"3,950","131,962",112.0,"70,543",(주)펄어비스
32,17.0,워크래프트3 리포지드,RTS,1.34,"3,386","111,025",86.0,"78,413",블리자드
34,18.0,히어로즈 오브 더 스톰,RTS,1.05,"2,815","86,607",83.0,"62,615",블리자드
36,19.0,소울워커,RPG,2.52,"2,356","66,539",81.0,"49,084",스팀
38,20.0,스페셜포스,FPS,0.41,"2,412","65,445",102.0,"38,840",네오위즈
40,21.0,한게임 로우바둑이,보드,13.72,"3,147","63,765",28.0,"137,416",한게임
42,22.0,파이널판타지14,RPG,2.35,"1,980","62,130",127.0,"29,742",액토즈소프트
44,23.0,스타크래프트2,RTS,0.73,"2,776","59,974",72.0,"50,685",블리자드
46,24.0,크레이지아케이드,아케이드,58.68,"4,223","59,161",30.0,"122,888",넥슨
48,25.0,테라,RPG,1.93,"1,758","50,997",75.0,"41,063",넥슨
50,26.0,하스스톤,보드,10.14,"3,946","47,101",43.0,"67,764",블리자드
52,27.0,리니지2,RPG,1.71,"1,539","45,140",138.0,"19,608",엔씨소프트
54,28.0,테일즈런너,스포츠,3.44,"3,005","39,578",35.0,"65,316",스마일게이트
56,29.0,한게임 신맞고,보드,8.34,"2,732","38,756",39.0,"60,847",한게임
58,30.0,DOTA 2,RTS,0.45,708,"36,623",108.0,"20,483",스팀
0,1.0,배틀그라운드,FPS,81.3,"9,385","12,757,461",88.0,"8,708,088",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.42,"9,439","7,350,172",91.0,"4,866,878",라이엇게임즈
4,3.0,오버워치,FPS,12.33,"9,252","1,933,369",65.0,"1,787,793",블리자드
6,4.0,서든어택,FPS,5.33,"8,946","835,400",67.0,"760,587",넥슨
8,5.0,던전앤파이터,액션,73.34,"8,432","743,193",91.0,"485,537",넥슨
10,6.0,스타크래프트 리마스터,RTS,7.76,"8,774","644,793",73.0,"535,847",블리자드
12,7.0,메이플스토리,RPG,14.44,"7,605","388,919",80.0,"289,576",넥슨
14,8.0,천애명월도,RPG,12.01,"4,867","323,479",139.0,"140,663",넥슨
16,9.0,리니지,RPG,11.16,"5,137","300,472",120.0,"150,492",엔씨소프트
18,10.0,월드 오브 워크래프트,RPG,8.39,"4,922","225,831",124.0,"109,490",블리자드
20,11.0,디아블로3,RPG,8.25,"5,601","222,130",111.0,"120,315",블리자드
22,12.0,아이온,RPG,7.3,"3,999","196,605",90.0,"132,903",엔씨소프트
24,13.0,사이퍼즈,액션,18.2,"4,883","184,340",111.0,"100,055",넥슨
26,14.0,블레이드 & 소울,RPG,6.08,"4,277","163,656",96.0,"101,696",엔씨소프트
28,15.0,소울워커,RPG,5.41,"4,095","145,619",96.0,"91,811",스팀
30,16.0,카트라이더,레이싱,80.41,"6,831","129,021",34.0,"233,145",넥슨
32,17.0,검은사막,RPG,4.68,"3,811","125,942",114.0,"66,326",(주)펄어비스
34,18.0,워크래프트3 리포지드,RTS,1.38,"3,468","114,118",86.0,"80,374",블리자드
36,19.0,히어로즈 오브 더 스톰,RTS,1.05,"2,780","87,144",85.0,"61,401",블리자드
38,20.0,한게임 로우바둑이,보드,14.58,"3,436","75,378",27.0,"170,707",한게임
40,21.0,스페셜포스,FPS,0.43,"2,436","66,602",102.0,"39,562",네오위즈
42,22.0,스타크래프트2,RTS,0.77,"2,830","63,666",74.0,"52,241",블리자드
44,23.0,파이널판타지14,RPG,2.25,"1,886","60,523",134.0,"27,123",액토즈소프트
46,24.0,크레이지아케이드,아케이드,56.84,"4,027","55,265",30.0,"112,825",넥슨
48,25.0,테라,RPG,1.88,"1,697","50,588",79.0,"38,071",넥슨
50,26.0,하스스톤,보드,9.17,"3,882","47,391",44.0,"66,288",블리자드
52,27.0,리니지2,RPG,1.69,"1,559","45,306",140.0,"19,483",엔씨소프트
54,28.0,한게임 신맞고,보드,7.8,"2,775","40,288",40.0,"61,846",한게임
56,29.0,거상,RPG,1.47,"1,637","39,487",88.0,"26,941",(주)에이케이인터렉티브
58,30.0,DOTA 2,RTS,0.47,748,"38,980",116.0,"20,145",스팀
0,1.0,배틀그라운드,FPS,80.79,"9,349","12,461,707",87.0,"8,556,382",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.11,"9,412","7,021,076",93.0,"4,532,369",라이엇게임즈
4,3.0,오버워치,FPS,12.79,"9,239","1,971,870",65.0,"1,814,336",블리자드
6,4.0,서든어택,FPS,5.36,"8,935","826,324",67.0,"746,502",넥슨
8,5.0,스타크래프트 리마스터,RTS,8.17,"8,744","650,866",74.0,"534,431",블리자드
10,6.0,던전앤파이터,액션,70.59,"8,289","638,165",87.0,"430,835",넥슨
12,7.0,메이플스토리,RPG,14.7,"7,590","372,100",80.0,"279,996",넥슨
14,8.0,리니지,RPG,11.26,"5,054","285,203",113.0,"152,578",엔씨소프트
16,9.0,천애명월도,RPG,10.2,"4,482","258,233",125.0,"123,955",넥슨
18,10.0,월드 오브 워크래프트,RPG,8.78,"4,870","222,177",125.0,"106,635",블리자드
20,11.0,디아블로3,RPG,8.47,"5,500","214,403",111.0,"116,102",블리자드
22,12.0,아이온,RPG,7.12,"3,911","180,233",87.0,"125,182",엔씨소프트
24,13.0,사이퍼즈,액션,19.66,"4,837","177,701",109.0,"97,381",넥슨
26,14.0,블레이드 & 소울,RPG,6.1,"4,152","154,322",98.0,"94,221",엔씨소프트
28,15.0,소울워커,RPG,5.82,"4,009","147,172",99.0,"89,823",스팀
30,16.0,카트라이더,레이싱,79.5,"6,761","133,326",35.0,"230,340",넥슨
32,17.0,검은사막,RPG,4.56,"3,586","115,473",115.0,"60,213",(주)펄어비스
34,18.0,워크래프트3 리포지드,RTS,1.19,"3,326","94,666",68.0,"84,606",블리자드
36,19.0,히어로즈 오브 더 스톰,RTS,1.06,"2,763","84,283",86.0,"59,191",블리자드
38,20.0,하스스톤,보드,13.57,"4,340","69,291",45.0,"91,345",블리자드
40,21.0,한게임 로우바둑이,보드,12.84,"3,159","65,551",28.0,"143,041",한게임
42,22.0,스페셜포스,FPS,0.42,"2,435","64,240",100.0,"38,883",네오위즈
44,23.0,스타크래프트2,RTS,0.81,"2,830","64,104",74.0,"52,009",블리자드
46,24.0,파이널판타지14,RPG,2.23,"1,795","56,460",133.0,"25,359",액토즈소프트
48,25.0,크레이지아케이드,아케이드,58.28,"3,961","55,125",31.0,"110,396",넥슨
50,26.0,테라,RPG,2.09,"1,726","52,873",81.0,"39,228",넥슨
52,27.0,리니지2,RPG,1.75,"1,482","44,093",140.0,"18,849",엔씨소프트
54,28.0,거상,RPG,1.62,"1,616","40,922",88.0,"27,553",(주)에이케이인터렉티브
56,29.0,DOTA 2,RTS,0.52,762,"40,858",124.0,"19,895",스팀
58,30.0,한게임 신맞고,보드,7.5,"2,685","38,298",40.0,"58,312",한게임
0,1.0,배틀그라운드,FPS,81.01,"9,301","11,959,854",87.0,"8,325,982",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.28,"9,355","6,893,070",93.0,"4,451,798",라이엇게임즈
4,3.0,오버워치,FPS,12.27,"9,174","1,810,301",66.0,"1,655,740",블리자드
6,4.0,서든어택,FPS,5.63,"8,844","830,173",69.0,"724,293",넥슨
8,5.0,스타크래프트 리마스터,RTS,8.25,"8,703","643,739",74.0,"525,703",블리자드
10,6.0,던전앤파이터,액션,69.38,"8,230","612,624",86.0,"415,449",넥슨
12,7.0,메이플스토리,RPG,14.85,"7,497","359,991",79.0,"275,574",넥슨
14,8.0,리니지,RPG,12.28,"5,076","297,600",112.0,"160,740",엔씨소프트
16,9.0,월드 오브 워크래프트,RPG,9.25,"4,932","224,084",124.0,"108,374",블리자드
18,10.0,천애명월도,RPG,8.82,"4,065","213,591",119.0,"106,366",넥슨
20,11.0,디아블로3,RPG,8.21,"5,347","198,885",110.0,"109,034",블리자드
22,12.0,사이퍼즈,액션,20.59,"4,786","181,819",112.0,"97,327",넥슨
24,13.0,아이온,RPG,6.93,"3,800","167,807",89.0,"113,411",엔씨소프트
26,14.0,블레이드 & 소울,RPG,6.38,"4,102","154,647",101.0,"91,795",엔씨소프트
28,15.0,소울워커,RPG,5.82,"3,846","140,929",95.0,"89,255",스팀
30,16.0,카트라이더,레이싱,83.19,"6,714","135,809",37.0,"227,629",넥슨
32,17.0,검은사막,RPG,4.39,"3,396","106,363",114.0,"56,094",(주)펄어비스
34,18.0,하스스톤,보드,16.96,"4,970","85,344",48.0,"108,022",블리자드
36,19.0,히어로즈 오브 더 스톰,RTS,1.04,"2,689","81,172",87.0,"56,014",블리자드
38,20.0,워크래프트3 리포지드,RTS,0.97,"2,947","74,981",64.0,"71,058",블리자드
40,21.0,스타크래프트2,RTS,0.83,"2,749","64,786",76.0,"51,453",블리자드
42,22.0,스페셜포스,FPS,0.42,"2,368","61,727",100.0,"37,324",네오위즈
44,23.0,한게임 로우바둑이,보드,11.61,"2,983","58,402",27.0,"130,136",한게임
46,24.0,파이널판타지14,RPG,2.19,"1,719","52,940",134.0,"23,710",액토즈소프트
48,25.0,크레이지아케이드,아케이드,56.96,"3,838","51,226",31.0,"102,422",넥슨
50,26.0,테라,RPG,2.08,"1,687","50,304",76.0,"39,630",넥슨
52,27.0,거상,RPG,1.83,"1,786","44,285",89.0,"29,664",(주)에이케이인터렉티브
54,28.0,리니지2,RPG,1.72,"1,472","41,472",139.0,"17,959",엔씨소프트
56,29.0,DOTA 2,RTS,0.51,744,"39,486",126.0,"18,800",스팀
58,30.0,한게임 신맞고,보드,7.51,"2,649","37,765",40.0,"57,674",한게임
0,1.0,배틀그라운드,FPS,81.64,"9,303","12,780,094",84.0,"9,263,745",카카오/스팀
2,2.0,리그 오브 레전드,RTS,88.72,"9,360","7,500,657",93.0,"4,858,302",라이엇게임즈
4,3.0,오버워치,FPS,11.79,"9,188","1,845,164",63.0,"1,780,645",블리자드
6,4.0,서든어택,FPS,5.53,"8,917","864,676",67.0,"778,168",넥슨
8,5.0,스타크래프트 리마스터,RTS,7.78,"8,738","656,962",73.0,"549,144",블리자드
10,6.0,던전앤파이터,액션,67.57,"8,246","600,721",85.0,"412,932",넥슨
12,7.0,메이플스토리,RPG,19.97,"7,924","501,661",80.0,"373,814",넥슨
14,8.0,리니지,RPG,11.45,"5,060","287,650",111.0,"156,657",엔씨소프트
16,9.0,월드 오브 워크래프트,RPG,8.71,"4,961","218,619",121.0,"108,609",블리자드
18,10.0,천애명월도,RPG,7.88,"3,810","197,981",124.0,"95,874",넥슨
20,11.0,사이퍼즈,액션,22.11,"4,925","196,539",111.0,"106,560",넥슨
22,12.0,디아블로3,RPG,7.59,"5,273","190,667",108.0,"106,441",블리자드
24,13.0,아이온,RPG,6.46,"3,750","162,316",89.0,"109,612",엔씨소프트
26,14.0,블레이드 & 소울,RPG,6.24,"4,091","156,646",103.0,"90,443",엔씨소프트
