,Unnamed: 0,rank,change,name,service,genre
412,12,13,(-),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
413,13,14,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
414,14,15,(-1),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
415,15,16,(-),라이즈 오브 킹덤즈,Lilith Games,전략
416,16,17,(-),좀비고등학교,AWESOMEPIECE,아케이드
417,17,18,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
418,18,19,(+2),폴아웃 쉘터 Online,GaeaMobile,어드벤처
419,19,20,(NEW),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
420,20,21,(-2),포켓몬고,"Niantic, Inc.",어드벤처
421,21,22,(-4),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
422,22,23,(-1),명일방주,Yostar Limited.,전략
423,23,24,(-4),달빛조각사,Kakao Games Corp.,롤플레잉
424,24,25,(-2),메이플스토리M,NEXON Company,롤플레잉
425,25,26,(-2),에픽세븐,Smilegate Megaport,롤플레잉
426,26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
427,27,28,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
428,28,29,(-1),랜덤 다이스,royaldice,전략
429,29,30,(-3),리니지2 레볼루션,Netmarble,롤플레잉
430,30,31,(+1),카운터사이드,NEXON Company,롤플레잉
431,31,32,(-3),제5인격,X.D. Global,어드벤처
432,32,33,(-3),원피스 트레저 크루즈,BANDAI NAMCO Entertainment Inc.,롤플레잉
433,33,34,(-3),라스트오리진,smart joy,롤플레잉
434,34,35,(-2),랑그릿사,ZlongGames,전략
435,35,36,(-1),마블 퓨처파이트,Netmarble,액션
436,36,37,(-3),이사만루3,GONGGAMES Corp.,스포츠
437,37,38,(-2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
438,38,39,(NEW),킹스레이드,Vespa Inc.,롤플레잉
439,39,40,(-2),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
440,0,1,(-),피파 모바일,NEXON Company,스포츠
441,1,2,(+2),리니지M,NCSOFT Corporation,롤플레잉
442,2,3,(-),스톤에이지 월드,Netmarble,롤플레잉
443,3,4,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
444,4,5,(+1),리니지2M,NCSOFT Corporation,롤플레잉
445,5,6,(-1),ROBLOX,Roblox Corporation,어드벤처
446,6,7,(+1),전략적 팀 전투,"Riot Games, Inc",전략
447,7,8,(+1),브롤스타즈,Supercell,액션
448,8,9,(-2),뮤 아크엔젤,Webzen Inc.,롤플레잉
449,9,10,(-),AFK 아레나,Lilith Games,롤플레잉
450,10,11,(-),A3: 스틸얼라이브,Netmarble,롤플레잉
451,11,12,(+8),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
452,12,13,(-1),V4,NEXON Company,롤플레잉
453,13,14,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
454,14,15,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
455,15,16,(+3),폴아웃 쉘터 Online,GaeaMobile,어드벤처
456,16,17,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
457,17,18,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
458,18,19,(-2),좀비고등학교,AWESOMEPIECE,아케이드
459,19,20,(+1),포켓몬고,"Niantic, Inc.",어드벤처
460,20,21,(+1),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
461,21,22,(+3),메이플스토리M,NEXON Company,롤플레잉
462,22,23,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
463,23,24,(+2),에픽세븐,Smilegate Megaport,롤플레잉
464,24,25,(-10),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
465,25,26,(+1),배틀그라운드 모바일,PUBG CORPORATION,액션
466,26,27,(+2),랜덤 다이스,royaldice,전략
467,27,28,(+3),카운터사이드,NEXON Company,롤플레잉
468,28,29,(+3),제5인격,X.D. Global,어드벤처
469,29,30,(-),리니지2 레볼루션,Netmarble,롤플레잉
470,30,31,(-3),블레이드&소울 레볼루션,Netmarble,롤플레잉
471,31,32,(+2),라스트오리진,smart joy,롤플레잉
472,32,33,(+2),랑그릿사,ZlongGames,전략
473,33,34,(+5),킹스레이드,Vespa Inc.,롤플레잉
474,34,35,(-12),명일방주,Yostar Limited.,전략
475,35,36,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
476,36,37,(NEW),세븐나이츠 for kakao,Netmarble,롤플레잉
477,37,38,(+2),로드 오브 히어로즈,"Clover Games Co.,Ltd",롤플레잉
478,38,39,(-1),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
479,39,40,(-4),마블 퓨처파이트,Netmarble,액션
480,0,1,(-),피파 모바일,NEXON Company,스포츠
481,1,2,(-),리니지M,NCSOFT Corporation,롤플레잉
482,2,3,(-),스톤에이지 월드,Netmarble,롤플레잉
483,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
484,4,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
485,5,6,(-),ROBLOX,Roblox Corporation,어드벤처
486,6,7,(+1),브롤스타즈,Supercell,액션
487,7,8,(-1),전략적 팀 전투,"Riot Games, Inc",전략
488,8,9,(NEW),시노앨리스,"Pokelabo, Inc.",롤플레잉
489,9,10,(-),AFK 아레나,Lilith Games,롤플레잉
490,10,11,(-2),뮤 아크엔젤,Webzen Inc.,롤플레잉
491,11,12,(-),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
492,12,13,(-2),A3: 스틸얼라이브,Netmarble,롤플레잉
493,13,14,(-1),V4,NEXON Company,롤플레잉
494,14,15,(-1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
495,15,16,(NEW),애니팡4,"SUNDAYTOZ, INC",퍼즐
496,16,17,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
497,17,18,(-),라이즈 오브 킹덤즈,Lilith Games,전략
498,18,19,(-),좀비고등학교,AWESOMEPIECE,아케이드
499,19,20,(-3),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
500,20,21,(-1),포켓몬고,"Niantic, Inc.",어드벤처
501,21,22,(-),메이플스토리M,NEXON Company,롤플레잉
502,22,23,(-7),폴아웃 쉘터 Online,GaeaMobile,어드벤처
503,23,24,(+3),랜덤 다이스,royaldice,전략
504,24,25,(-4),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
505,25,26,(-3),달빛조각사,Kakao Games Corp.,롤플레잉
506,26,27,(-3),에픽세븐,Smilegate Megaport,롤플레잉
507,27,28,(+12),마블 퓨처파이트,Netmarble,액션
508,28,29,(-),제5인격,X.D. Global,어드벤처
509,29,30,(-4),배틀그라운드 모바일,PUBG CORPORATION,액션
510,30,31,(-3),카운터사이드,NEXON Company,롤플레잉
511,31,32,(-2),리니지2 레볼루션,Netmarble,롤플레잉
512,32,33,(-2),블레이드&소울 레볼루션,Netmarble,롤플레잉
513,33,34,(-),킹스레이드,Vespa Inc.,롤플레잉
514,34,35,(-10),카이로스 : 어둠을 밝히는 자,Longtu Korea Inc.,롤플레잉
515,35,36,(-4),라스트오리진,smart joy,롤플레잉
516,36,37,(+2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
517,37,38,(-3),명일방주,Yostar Limited.,전략
518,38,39,(-2),세븐나이츠 for kakao,Netmarble,롤플레잉
519,39,40,(-7),랑그릿사,ZlongGames,전략
520,0,1,(+1),리니지M,NCSOFT Corporation,롤플레잉
521,1,2,(NEW),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
522,2,3,(-),스톤에이지 월드,Netmarble,롤플레잉
523,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
524,4,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
525,5,6,(-),ROBLOX,Roblox Corporation,어드벤처
526,6,7,(NEW),마구마구 2020,Netmarble,스포츠
527,7,8,(-1),브롤스타즈,Supercell,액션
528,8,9,(-8),피파 모바일,NEXON Company,스포츠
529,9,10,(-1),시노앨리스,"Pokelabo, Inc.",롤플레잉
530,10,11,(-),뮤 아크엔젤,Webzen Inc.,롤플레잉
531,11,12,(-2),AFK 아레나,Lilith Games,롤플레잉
532,12,13,(-1),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
533,13,14,(-6),전략적 팀 전투,"Riot Games, Inc",전략
534,14,15,(-1),V4,NEXON Company,롤플레잉
535,15,16,(+1),검은사막 모바일,PEARL ABYSS,롤플레잉
536,16,17,(-4),A3: 스틸얼라이브,Netmarble,롤플레잉
537,17,18,(-2),애니팡4,"SUNDAYTOZ, INC",퍼즐
538,18,19,(-4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
539,19,20,(-1),좀비고등학교,AWESOMEPIECE,아케이드
540,20,21,(-3),라이즈 오브 킹덤즈,Lilith Games,전략
541,21,22,(-1),포켓몬고,"Niantic, Inc.",어드벤처
542,22,23,(-1),메이플스토리M,NEXON Company,롤플레잉
543,23,24,(-4),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
544,24,25,(+5),배틀그라운드 모바일,PUBG CORPORATION,액션
545,25,26,(+1),에픽세븐,Smilegate Megaport,롤플레잉
546,26,27,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
547,27,28,(-4),랜덤 다이스,royaldice,전략
548,28,29,(+3),리니지2 레볼루션,Netmarble,롤플레잉
549,29,30,(-2),마블 퓨처파이트,Netmarble,액션
550,30,31,(-),카운터사이드,NEXON Company,롤플레잉
551,31,32,(-7),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
552,32,33,(-4),제5인격,X.D. Global,어드벤처
553,33,34,(+2),라스트오리진,smart joy,롤플레잉
554,34,35,(+2),프린세스 커넥트! Re:Dive,Kakao Games Corp.,롤플레잉
555,35,36,(-13),폴아웃 쉘터 Online,GaeaMobile,어드벤처
556,36,37,(+2),세븐나이츠 for kakao,Netmarble,롤플레잉
557,37,38,(-),명일방주,Yostar Limited.,전략
558,38,39,(NEW),냥코 대전쟁,PONOS Corporation,캐주얼 게임
559,39,40,(-),랑그릿사,ZlongGames,전략
560,0,1,(NEW),바람의나라 연,NEXON Company,롤플레잉
561,1,2,(-1),리니지M,NCSOFT Corporation,롤플레잉
562,2,3,(-1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
563,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
564,4,5,(-),리니지2M,NCSOFT Corporation,롤플레잉
565,5,6,(-3),스톤에이지 월드,Netmarble,롤플레잉
566,6,7,(-1),ROBLOX,Roblox Corporation,어드벤처
567,7,8,(-1),마구마구 2020,Netmarble,스포츠
568,8,9,(-),피파 모바일,NEXON Company,스포츠
569,9,10,(-2),브롤스타즈,Supercell,액션
570,10,11,(-1),시노앨리스,"Pokelabo, Inc.",롤플레잉
571,11,12,(-1),뮤 아크엔젤,Webzen Inc.,롤플레잉
572,12,13,(-1),AFK 아레나,Lilith Games,롤플레잉
573,13,14,(+4),애니팡4,"SUNDAYTOZ, INC",퍼즐
574,14,15,(NEW),가디언 테일즈,Kakao Games Corp.,롤플레잉
575,15,16,(-3),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
576,16,17,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
577,17,18,(NEW),걸카페건,BILIBILI HK,액션
578,18,19,(-4),V4,NEXON Company,롤플레잉
579,19,20,(-6),전략적 팀 전투,"Riot Games, Inc",전략
580,20,21,(-4),A3: 스틸얼라이브,Netmarble,롤플레잉
581,21,22,(-3),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
582,22,23,(+6),리니지2 레볼루션,Netmarble,롤플레잉
583,23,24,(-4),좀비고등학교,AWESOMEPIECE,아케이드
584,24,25,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
585,25,26,(-4),포켓몬고,"Niantic, Inc.",어드벤처
586,26,27,(-6),라이즈 오브 킹덤즈,Lilith Games,전략
587,27,28,(-5),메이플스토리M,NEXON Company,롤플레잉
588,28,29,(-5),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
589,29,30,(-3),달빛조각사,Kakao Games Corp.,롤플레잉
590,30,31,(-5),에픽세븐,Smilegate Megaport,롤플레잉
591,31,32,(-2),마블 퓨처파이트,Netmarble,액션
592,32,33,(-5),랜덤 다이스,royaldice,전략
593,33,34,(-1),제5인격,X.D. Global,어드벤처
594,34,35,(-4),카운터사이드,NEXON Company,롤플레잉
595,35,36,(-4),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
596,36,37,(+2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
597,37,38,(-1),세븐나이츠 for kakao,Netmarble,롤플레잉
598,38,39,(-5),라스트오리진,smart joy,롤플레잉
599,39,40,(-2),명일방주,Yostar Limited.,전략
600,0,1,(-),바람의나라 연,NEXON Company,롤플레잉
601,1,2,(+1),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
602,2,3,(-1),리니지M,NCSOFT Corporation,롤플레잉
603,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
604,4,5,(+3),마구마구 2020,Netmarble,스포츠
605,5,6,(+1),ROBLOX,Roblox Corporation,어드벤처
606,6,7,(NEW),아이러브커피N,NATRIS,시뮬레이션
607,7,8,(-3),리니지2M,NCSOFT Corporation,롤플레잉
608,8,9,(+6),가디언 테일즈,Kakao Games Corp.,롤플레잉
609,9,10,(-1),피파 모바일,NEXON Company,스포츠
610,10,11,(+8),V4,NEXON Company,롤플레잉
611,11,12,(-2),브롤스타즈,Supercell,액션
612,12,13,(-2),시노앨리스,"Pokelabo, Inc.",롤플레잉
613,13,14,(-8),스톤에이지 월드,Netmarble,롤플레잉
614,14,15,(-2),AFK 아레나,Lilith Games,롤플레잉
615,15,16,(-2),애니팡4,"SUNDAYTOZ, INC",퍼즐
616,16,17,(-5),뮤 아크엔젤,Webzen Inc.,롤플레잉
617,17,18,(-),걸카페건,BILIBILI HK,액션
618,18,19,(-2),검은사막 모바일,PEARL ABYSS,롤플레잉
619,19,20,(NEW),가디스 오브 제네시스,ZlongGames,롤플레잉
620,20,21,(-1),전략적 팀 전투,"Riot Games, Inc",전략
621,21,22,(-6),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
622,22,23,(NEW),왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",전략
623,23,24,(-),좀비고등학교,AWESOMEPIECE,아케이드
624,24,25,(-2),리니지2 레볼루션,Netmarble,롤플레잉
625,25,26,(-4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
626,26,27,(-2),배틀그라운드 모바일,PUBG CORPORATION,액션
627,27,28,(-2),포켓몬고,"Niantic, Inc.",어드벤처
628,28,29,(-8),A3: 스틸얼라이브,Netmarble,롤플레잉
629,29,30,(-1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
630,30,31,(-3),메이플스토리M,NEXON Company,롤플레잉
631,31,32,(-5),라이즈 오브 킹덤즈,Lilith Games,전략
632,32,33,(-2),에픽세븐,Smilegate Megaport,롤플레잉
633,33,34,(-4),달빛조각사,Kakao Games Corp.,롤플레잉
634,34,35,(-3),마블 퓨처파이트,Netmarble,액션
635,35,36,(-2),제5인격,X.D. Global,어드벤처
636,36,37,(-4),랜덤 다이스,royaldice,전략
637,37,38,(-1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
638,38,39,(-3),킹덤 : 전쟁의 불씨,파우게임즈,롤플레잉
639,39,40,(-1),라스트오리진,smart joy,롤플레잉
640,0,1,(-),바람의나라 연,NEXON Company,롤플레잉
641,1,2,(-),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
642,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
643,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
644,4,5,(+4),가디언 테일즈,Kakao Games Corp.,롤플레잉
645,5,6,(+1),아이러브커피N,NATRIS,시뮬레이션
646,6,7,(-2),마구마구 2020,Netmarble,스포츠
647,7,8,(-2),ROBLOX,Roblox Corporation,어드벤처
648,8,9,(-1),리니지2M,NCSOFT Corporation,롤플레잉
649,9,10,(-),피파 모바일,NEXON Company,스포츠
650,10,11,(-),V4,NEXON Company,롤플레잉
651,11,12,(-),브롤스타즈,Supercell,액션
652,12,13,(+2),AFK 아레나,Lilith Games,롤플레잉
653,13,14,(NEW),슬램덩크,DeNA HONG KONG LIMITED,스포츠
654,14,15,(+3),걸카페건,BILIBILI HK,액션
655,15,16,(+1),뮤 아크엔젤,Webzen Inc.,롤플레잉
656,16,17,(-3),스톤에이지 월드,Netmarble,롤플레잉
657,17,18,(+2),가디스 오브 제네시스,ZlongGames,롤플레잉
658,18,19,(-),검은사막 모바일,PEARL ABYSS,롤플레잉
659,19,20,(-4),애니팡4,"SUNDAYTOZ, INC",퍼즐
660,20,21,(-),전략적 팀 전투,"Riot Games, Inc",전략
661,21,22,(+1),왕좌의게임:윈터이즈커밍,"YOOZOO GAMES KOREA CO., LTD.",전략
662,22,23,(+2),리니지2 레볼루션,Netmarble,롤플레잉
663,23,24,(-2),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
664,24,25,(-1),좀비고등학교,AWESOMEPIECE,아케이드
665,25,26,(+3),A3: 스틸얼라이브,Netmarble,롤플레잉
666,26,27,(+1),포켓몬고,"Niantic, Inc.",어드벤처
667,27,28,(-1),배틀그라운드 모바일,PUBG CORPORATION,액션
668,28,29,(NEW),포트리스 배틀로얄,PangSky,액션
669,29,30,(-4),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
670,30,31,(-),메이플스토리M,NEXON Company,롤플레잉
671,31,32,(-2),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
672,32,33,(-),에픽세븐,Smilegate Megaport,롤플레잉
673,33,34,(-2),라이즈 오브 킹덤즈,Lilith Games,전략
674,34,35,(-1),달빛조각사,Kakao Games Corp.,롤플레잉
675,35,36,(-),제5인격,X.D. Global,어드벤처
676,36,37,(+1),냥코 대전쟁,PONOS Corporation,캐주얼 게임
677,37,38,(-1),랜덤 다이스,royaldice,전략
678,38,39,(+1),라스트오리진,smart joy,롤플레잉
679,39,40,(NEW),페이트 그랜드 오더,Netmarble,롤플레잉
680,0,1,(-),바람의나라 연,NEXON Company,롤플레잉
681,1,2,(+3),가디언 테일즈,Kakao Games Corp.,롤플레잉
682,2,3,(-),리니지M,NCSOFT Corporation,롤플레잉
683,3,4,(-),카트라이더 러쉬플러스,NEXON Company,자동차 경주
684,4,5,(-3),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
685,5,6,(+5),V4,NEXON Company,롤플레잉
686,6,7,(-1),아이러브커피N,NATRIS,시뮬레이션
687,7,8,(-),ROBLOX,Roblox Corporation,어드벤처
688,8,9,(+1),피파 모바일,NEXON Company,스포츠
689,9,10,(+4),슬램덩크,DeNA HONG KONG LIMITED,스포츠
690,10,11,(-2),리니지2M,NCSOFT Corporation,롤플레잉
691,11,12,(-5),마구마구 2020,Netmarble,스포츠
692,12,13,(-),AFK 아레나,Lilith Games,롤플레잉
693,13,14,(-2),브롤스타즈,Supercell,액션
694,14,15,(-),걸카페건,BILIBILI HK,액션
695,15,16,(+2),가디스 오브 제네시스,ZlongGames,롤플레잉
696,16,17,(-1),뮤 아크엔젤,Webzen Inc.,롤플레잉
697,17,18,(-1),스톤에이지 월드,Netmarble,롤플레잉
698,18,19,(+1),애니팡4,"SUNDAYTOZ, INC",퍼즐
699,19,20,(-1),검은사막 모바일,PEARL ABYSS,롤플레잉
700,20,21,(-),전략적 팀 전투,"Riot Games, Inc",전략
701,21,22,(+3),좀비고등학교,AWESOMEPIECE,아케이드
702,22,23,(+4),포켓몬고,"Niantic, Inc.",어드벤처
703,23,24,(+5),포트리스 배틀로얄,PangSky,액션
704,24,25,(-2),리니지2 레볼루션,Netmarble,롤플레잉
705,25,26,(-2),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
706,26,27,(+4),메이플스토리M,NEXON Company,롤플레잉
707,27,28,(-),배틀그라운드 모바일,PUBG CORPORATION,액션
708,28,29,(+1),일곱개의 대죄: 그랜드 크로스,Netmarble,롤플레잉
709,29,30,(-4),A3: 스틸얼라이브,Netmarble,롤플레잉
710,30,31,(+1),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
711,31,32,(+1),에픽세븐,Smilegate Megaport,롤플레잉
712,32,33,(+1),라이즈 오브 킹덤즈,Lilith Games,전략
713,33,34,(+1),달빛조각사,Kakao Games Corp.,롤플레잉
714,34,35,(+2),냥코 대전쟁,PONOS Corporation,캐주얼 게임
715,35,36,(-),제5인격,X.D. Global,어드벤처
716,36,37,(+1),랜덤 다이스,royaldice,전략
717,37,38,(+2),페이트 그랜드 오더,Netmarble,롤플레잉
718,38,39,(-),라스트오리진,smart joy,롤플레잉
719,39,40,(NEW),세븐나이츠 for kakao,Netmarble,롤플레잉
720,0,1,(-),바람의나라 연,NEXON Company,롤플레잉
721,1,2,(-),가디언 테일즈,Kakao Games Corp.,롤플레잉
722,2,3,(+3),V4,NEXON Company,롤플레잉
723,3,4,(-1),리니지M,NCSOFT Corporation,롤플레잉
724,4,5,(+2),아이러브커피N,NATRIS,시뮬레이션
725,5,6,(-2),카트라이더 러쉬플러스,NEXON Company,자동차 경주
726,6,7,(-2),라그나로크 오리진,"GRAVITY Co., Ltd.",롤플레잉
727,7,8,(-),ROBLOX,Roblox Corporation,어드벤처
728,8,9,(+2),리니지2M,NCSOFT Corporation,롤플레잉
729,9,10,(+3),AFK 아레나,Lilith Games,롤플레잉
730,10,11,(+3),브롤스타즈,Supercell,액션
731,11,12,(-3),피파 모바일,NEXON Company,스포츠
732,12,13,(+3),가디스 오브 제네시스,ZlongGames,롤플레잉
733,13,14,(-2),마구마구 2020,Netmarble,스포츠
734,14,15,(+6),전략적 팀 전투,"Riot Games, Inc",전략
735,15,16,(-1),걸카페건,BILIBILI HK,액션
736,16,17,(+3),검은사막 모바일,PEARL ABYSS,롤플레잉
737,17,18,(+12),A3: 스틸얼라이브,Netmarble,롤플레잉
738,18,19,(+7),그랑삼국,YOUZU(SINGAPORE)PTE.LTD.,롤플레잉
739,19,20,(-2),스톤에이지 월드,Netmarble,롤플레잉
740,20,21,(+2),포켓몬고,"Niantic, Inc.",어드벤처
741,21,22,(-),좀비고등학교,AWESOMEPIECE,아케이드
742,22,23,(-13),슬램덩크,DeNA HONG KONG LIMITED,스포츠
743,23,24,(+3),메이플스토리M,NEXON Company,롤플레잉
744,24,25,(-1),포트리스 배틀로얄,PangSky,액션
745,25,26,(+5),더 킹 오브 파이터즈 올스타,Netmarble,롤플레잉
