,index_num,num_week,Unnamed: 0,rank,name,genre,genre_share,pc_room_num,total_time_hour,mean_time_min,total_use_num,distributor,week_num
268,268,0,56,29,버블파이터,슈팅,84.3,"3,369","61,754",51.0,"73,661",넥슨,277
269,269,0,58,30,클로저스,액션,3.87,"2,620","55,692",74.0,"44,728",넥슨,277
270,270,0,0,1,배틀그라운드,FPS,79.61,"9,356","9,360,109",80.0,"7,102,539",카카오/스팀,276
271,271,0,2,2,리그 오브 레전드,RTS,89.45,"9,425","5,297,828",94.0,"3,402,349",라이엇게임즈,276
272,272,0,4,3,오버워치,FPS,12.12,"9,311","1,424,516",62.0,"1,367,851",블리자드,276
273,273,0,6,4,서든어택,FPS,7.25,"9,245","851,573",67.0,"771,097",넥슨,276
274,274,0,8,5,던전앤파이터,액션,75.78,"8,765","572,887",93.0,"364,655",넥슨,276
275,275,0,10,6,스타크래프트 리마스터,RTS,6.96,"8,879","411,996",70.0,"355,741",블리자드,276
276,276,0,12,7,메이플스토리,RPG,17.75,"8,410","337,267",76.0,"267,406",넥슨,276
277,277,0,14,8,리니지,RPG,12.08,"5,831","229,530",117.0,"118,078",엔씨소프트,276
278,278,0,16,9,디아블로3,RPG,11.61,"6,525","220,469",126.0,"105,136",블리자드,276
279,279,0,18,10,천애명월도,RPG,11.4,"6,095","216,536",121.0,"107,149",넥슨,276
280,280,0,20,11,월드 오브 워크래프트,RPG,7.79,"5,192","147,917",123.0,"72,241",블리자드,276
281,281,0,22,12,아이온,RPG,6.52,"4,377","123,770",94.0,"78,905",엔씨소프트,276
282,282,0,24,13,카트라이더,레이싱,85.07,"7,852","114,242",35.0,"196,912",넥슨,276
283,283,0,26,14,사이퍼즈,액션,13.37,"4,805","101,059",108.0,"56,112",넥슨,276
284,284,0,28,15,블레이드 & 소울,RPG,5.28,"4,488","100,244",103.0,"58,064",엔씨소프트,276
285,285,0,30,16,검은사막,RPG,4.69,"4,400","89,060",113.0,"47,329",(주)펄어비스,276
286,286,0,32,17,워크래프트3 리포지드,RTS,1.28,"3,730","75,475",84.0,"54,298",블리자드,276
287,287,0,34,18,히어로즈 오브 더 스톰,RTS,1.03,"3,086","60,968",86.0,"42,797",블리자드,276
288,288,0,36,19,크레이지아케이드,아케이드,63.15,"5,276","50,057",30.0,"101,145",넥슨,276
289,289,0,38,20,테일즈런너,스포츠,5.85,"4,598","44,241",39.0,"68,291",스마일게이트,276
290,290,0,40,21,스타크래프트2,RTS,0.7,"2,999","41,276",75.0,"32,970",블리자드,276
291,291,0,42,22,한게임 로우바둑이,보드,14.02,"3,284","41,131",28.0,"89,014",한게임,276
292,292,0,44,23,스페셜포스,FPS,0.35,"2,575","40,721",102.0,"24,095",네오위즈,276
293,293,0,46,24,파이널판타지14,RPG,2.14,"2,025","40,524",142.0,"17,098",액토즈소프트,276
294,294,0,48,25,테라,RPG,1.93,"1,990","36,518",84.0,"26,156",넥슨,276
295,295,0,50,26,하스스톤,보드,11.76,"4,493","34,483",44.0,"47,957",블리자드,276
296,296,0,52,27,버블파이터,슈팅,84.05,"3,240","31,635",51.0,"37,903",넥슨,276
297,297,0,54,28,리니지2,RPG,1.57,"1,730","29,651",136.0,"13,145",엔씨소프트,276
298,298,0,56,29,클로저스,액션,3.91,"2,501","29,507",79.0,"22,315",넥슨,276
299,299,0,58,30,GTA 5,액션,3.85,"1,802","29,035",70.0,"24,992",스팀,276
300,300,0,0,1,배틀그라운드,FPS,76.72,"9,346","7,668,400",90.0,"5,119,917",카카오/스팀,275
301,301,0,2,2,리그 오브 레전드,RTS,89.4,"9,436","4,434,546",92.0,"2,887,263",라이엇게임즈,275
302,302,0,4,3,오버워치,FPS,15.32,"9,339","1,531,309",70.0,"1,321,061",블리자드,275
303,303,0,6,4,서든어택,FPS,6.99,"9,281","697,995",66.0,"640,601",넥슨,275
304,304,0,8,5,던전앤파이터,액션,74.88,"8,810","459,280",92.0,"293,586",넥슨,275
305,305,0,10,6,스타크래프트 리마스터,RTS,7.04,"8,950","348,808",70.0,"299,411",블리자드,275
306,306,0,12,7,메이플스토리,RPG,17.13,"8,447","265,015",80.0,"199,113",넥슨,275
307,307,0,14,8,디아블로3,RPG,11.88,"6,843","183,686",121.0,"91,660",블리자드,275
308,308,0,16,9,리니지,RPG,11.47,"5,962","177,491",115.0,"92,812",엔씨소프트,275
309,309,0,18,10,천애명월도,RPG,10.53,"6,083","162,848",119.0,"82,782",넥슨,275
310,310,0,20,11,월드 오브 워크래프트,RPG,8.43,"5,469","130,307",124.0,"63,317",블리자드,275
311,311,0,22,12,아이온,RPG,6.57,"4,533","101,542",95.0,"64,744",엔씨소프트,275
312,312,0,24,13,카트라이더,레이싱,83.89,"7,952","94,740",36.0,"159,966",넥슨,275
313,313,0,26,14,블레이드 & 소울,RPG,5.54,"4,892","85,635",97.0,"53,192",엔씨소프트,275
314,314,0,28,15,사이퍼즈,액션,13.91,"5,047","85,281",108.0,"47,394",넥슨,275
315,315,0,30,16,검은사막,RPG,5.04,"4,839","77,978",108.0,"43,572",(주)펄어비스,275
316,316,0,32,17,워크래프트3 리포지드,RTS,1.27,"3,921","62,895",84.0,"45,300",블리자드,275
317,317,0,34,18,히어로즈 오브 더 스톰,RTS,1.04,"3,206","51,509",87.0,"35,591",블리자드,275
318,318,0,36,19,한게임 로우바둑이,보드,16.28,"3,807","41,400",27.0,"94,132",한게임,275
319,319,0,38,20,크레이지아케이드,아케이드,63.29,"5,390","39,382",30.0,"81,448",넥슨,275
320,320,0,40,21,테일즈런너,스포츠,4.52,"4,783","35,109",38.0,"56,881",스마일게이트,275
321,321,0,42,22,스페셜포스,FPS,0.35,"2,827","34,035",98.0,"20,879",네오위즈,275
322,322,0,44,23,스타크래프트2,RTS,0.69,"3,169","33,910",73.0,"27,875",블리자드,275
323,323,0,46,24,파이널판타지14,RPG,2.16,"2,079","33,347",137.0,"14,616",액토즈소프트,275
324,324,0,48,25,테라,RPG,2.02,"2,163","31,251",87.0,"21,549",넥슨,275
325,325,0,50,26,클로저스,액션,4.3,"2,702","26,326",81.0,"19,470",넥슨,275
326,326,0,52,27,하스스톤,보드,9.92,"4,593","25,226",38.0,"39,844",블리자드,275
327,327,0,54,28,리니지2,RPG,1.54,"1,824","23,782",139.0,"10,289",엔씨소프트,275
328,328,0,56,29,엘소드,RPG,1.52,"2,700","23,414",73.0,"18,961",넥슨,275
329,329,0,58,30,버블파이터,슈팅,83.08,"3,352","23,035",47.0,"29,607",넥슨,275
330,330,0,0,1,배틀그라운드,FPS,78.7,"9,337","14,006,081",92.0,"9,142,515",카카오/스팀,274
331,331,0,2,2,리그 오브 레전드,RTS,88.87,"9,404","7,931,387",91.0,"5,226,242",라이엇게임즈,274
332,332,0,4,3,오버워치,FPS,13.73,"9,281","2,443,389",67.0,"2,178,528",블리자드,274
333,333,0,6,4,서든어택,FPS,6.53,"9,112","1,161,132",64.0,"1,094,991",넥슨,274
334,334,0,8,5,던전앤파이터,액션,76.41,"8,671","905,130",86.0,"622,995",넥슨,274
335,335,0,10,6,스타크래프트 리마스터,RTS,7.47,"8,778","665,870",71.0,"568,712",블리자드,274
336,336,0,12,7,메이플스토리,RPG,15.23,"7,925","454,494",80.0,"341,381",넥슨,274
337,337,0,14,8,리니지,RPG,12.68,"5,762","378,318",118.0,"193,357",엔씨소프트,274
338,338,0,16,9,디아블로3,RPG,11.27,"6,474","336,281",115.0,"175,791",블리자드,274
339,339,0,18,10,천애명월도,RPG,10.91,"5,474","325,358",121.0,"162,135",넥슨,274
340,340,0,20,11,월드 오브 워크래프트,RPG,8.48,"5,155","252,895",124.0,"122,971",블리자드,274
341,341,0,22,12,아이온,RPG,6.85,"4,189","204,185",97.0,"127,513",엔씨소프트,274
342,342,0,24,13,블레이드 & 소울,RPG,5.83,"4,499","173,940",95.0,"108,852",엔씨소프트,274
343,343,0,26,14,사이퍼즈,액션,14.37,"4,797","170,216",105.0,"97,028",넥슨,274
344,344,0,28,15,카트라이더,레이싱,83.72,"7,197","160,560",35.0,"279,902",넥슨,274
345,345,0,30,16,검은사막,RPG,5.15,"4,526","153,544",107.0,"86,242",(주)펄어비스,274
346,346,0,32,17,워크래프트3 리포지드,RTS,1.29,"3,450","114,654",86.0,"80,982",블리자드,274
347,347,0,34,18,히어로즈 오브 더 스톰,RTS,1.01,"2,799","89,847",86.0,"63,225",블리자드,274
348,348,0,36,19,한게임 로우바둑이,보드,15.21,"3,515","80,767",27.0,"179,662",한게임,274
349,349,0,38,20,스페셜포스,FPS,0.41,"2,532","71,424",104.0,"41,634",네오위즈,274
350,350,0,40,21,크레이지아케이드,아케이드,59.38,"4,541","70,108",31.0,"139,258",넥슨,274
351,351,0,42,22,파이널판타지14,RPG,2.27,"2,022","67,614",134.0,"30,366",액토즈소프트,274
352,352,0,44,23,스타크래프트2,RTS,0.72,"2,836","64,165",73.0,"52,965",블리자드,274
353,353,0,46,24,테라,RPG,2.01,"1,892","59,717",82.0,"43,618",넥슨,274
354,354,0,48,25,테일즈런너,스포츠,4.75,"3,848","54,880",36.0,"94,290",스마일게이트,274
355,355,0,50,26,리니지2,RPG,1.71,"1,698","50,883",140.0,"21,853",엔씨소프트,274
356,356,0,52,27,하스스톤,보드,9.33,"4,167","49,547",41.0,"76,335",블리자드,274
357,357,0,54,28,클로저스,액션,3.73,"2,180","44,179",81.0,"32,670",넥슨,274
358,358,0,56,29,한게임 신맞고,보드,8.22,"2,894","43,657",40.0,"65,648",한게임,274
359,359,0,58,30,거상,RPG,1.32,"1,672","39,224",89.0,"26,618",(주)에이케이인터렉티브,274
360,360,0,0,1,배틀그라운드,FPS,80.11,"9,313","13,843,994",85.0,"9,780,953",카카오/스팀,273
361,361,0,2,2,리그 오브 레전드,RTS,88.85,"9,389","7,683,397",92.0,"5,018,787",라이엇게임즈,273
362,362,0,4,3,오버워치,FPS,12.94,"9,256","2,236,223",66.0,"2,049,721",블리자드,273
363,363,0,6,4,서든어택,FPS,5.9,"9,067","1,018,846",65.0,"940,710",넥슨,273
364,364,0,8,5,던전앤파이터,액션,74.3,"8,621","853,869",81.0,"619,620",넥슨,273
365,365,0,10,6,스타크래프트 리마스터,RTS,7.42,"8,717","641,642",70.0,"556,049",블리자드,273
366,366,0,12,7,메이플스토리,RPG,15.12,"7,817","428,206",80.0,"321,897",넥슨,273
367,367,0,14,8,리니지,RPG,12.46,"5,591","353,057",119.0,"178,266",엔씨소프트,273
368,368,0,16,9,천애명월도,RPG,11.65,"5,260","330,093",126.0,"156,704",넥슨,273
369,369,0,18,10,디아블로3,RPG,10.32,"6,269","292,259",113.0,"155,810",블리자드,273
370,370,0,20,11,월드 오브 워크래프트,RPG,8.5,"5,049","240,649",124.0,"116,459",블리자드,273
371,371,0,22,12,아이온,RPG,7.01,"4,036","198,536",96.0,"124,614",엔씨소프트,273
372,372,0,24,13,사이퍼즈,액션,16.53,"5,068","189,881",103.0,"110,632",넥슨,273
373,373,0,26,14,블레이드 & 소울,RPG,6.13,"4,408","173,431",96.0,"107,375",엔씨소프트,273
374,374,0,28,15,검은사막,RPG,5.27,"4,357","149,299",110.0,"81,270",(주)펄어비스,273
375,375,0,30,16,카트라이더,레이싱,84.56,"7,125","147,745",34.0,"268,282",넥슨,273
376,376,0,32,17,워크래프트3 리포지드,RTS,1.33,"3,439","114,459",85.0,"81,526",블리자드,273
377,377,0,34,18,히어로즈 오브 더 스톰,RTS,0.99,"2,732","85,099",86.0,"59,720",블리자드,273
378,378,0,36,19,한게임 로우바둑이,보드,14.83,"3,349","75,374",27.0,"168,131",한게임,273
379,379,0,38,20,스페셜포스,FPS,0.41,"2,528","70,437",102.0,"41,661",네오위즈,273
380,380,0,40,21,크레이지아케이드,아케이드,57.51,"4,371","63,326",31.0,"126,684",넥슨,273
381,381,0,42,22,스타크래프트2,RTS,0.73,"2,817","63,062",74.0,"52,069",블리자드,273
382,382,0,44,23,파이널판타지14,RPG,2.21,"1,937","62,411",127.0,"29,452",액토즈소프트,273
383,383,0,46,24,테라,RPG,1.94,"1,861","54,939",78.0,"42,487",넥슨,273
384,384,0,48,25,하스스톤,보드,10.03,"4,264","50,984",41.0,"77,160",블리자드,273
385,385,0,50,26,테일즈런너,스포츠,4.53,"3,706","50,655",34.0,"90,456",스마일게이트,273
386,386,0,52,27,리니지2,RPG,1.71,"1,619","48,221",136.0,"21,277",엔씨소프트,273
387,387,0,54,28,클로저스,액션,3.71,"2,144","42,532",79.0,"32,334",넥슨,273
388,388,0,56,29,한게임 신맞고,보드,8.34,"2,800","42,379",40.0,"64,031",한게임,273
389,389,0,58,30,DOTA 2,RTS,0.46,733,"39,644",103.0,"24,021",스팀,273
390,390,0,0,1,배틀그라운드,FPS,80.75,"9,321","13,752,784",84.0,"9,814,597",카카오/스팀,272
391,391,0,2,2,리그 오브 레전드,RTS,88.39,"9,392","7,444,302",88.0,"5,168,299",라이엇게임즈,272
392,392,0,4,3,오버워치,FPS,12.7,"9,262","2,161,919",65.0,"2,019,904",블리자드,272
393,393,0,6,4,서든어택,FPS,5.52,"9,037","938,544",67.0,"844,233",넥슨,272
394,394,0,8,5,던전앤파이터,액션,73.51,"8,540","793,684",83.0,"561,887",넥슨,272
395,395,0,10,6,스타크래프트 리마스터,RTS,7.8,"8,748","656,582",73.0,"544,576",블리자드,272
396,396,0,12,7,천애명월도,RPG,14.34,"5,241","402,439",152.0,"158,907",넥슨,272
397,397,0,14,8,메이플스토리,RPG,14.25,"7,674","399,975",79.0,"302,231",넥슨,272
398,398,0,16,9,리니지,RPG,11.95,"5,439","335,461",121.0,"167,367",엔씨소프트,272
399,399,0,18,10,디아블로3,RPG,9.51,"6,016","266,932",112.0,"143,276",블리자드,272
400,400,0,20,11,월드 오브 워크래프트,RPG,8.35,"4,937","234,249",126.0,"112,067",블리자드,272
401,401,0,22,12,아이온,RPG,7.46,"4,132","209,418",95.0,"133,133",엔씨소프트,272
402,402,0,24,13,사이퍼즈,액션,17.42,"5,013","188,074",107.0,"105,128",넥슨,272
403,403,0,26,14,블레이드 & 소울,RPG,6.07,"4,379","170,233",95.0,"107,031",엔씨소프트,272
404,404,0,28,15,카트라이더,레이싱,86.07,"7,104","147,086",34.0,"263,968",넥슨,272
405,405,0,30,16,검은사막,RPG,5.16,"4,190","144,775",114.0,"76,608",(주)펄어비스,272
406,406,0,32,17,워크래프트3 리포지드,RTS,1.38,"3,463","115,707",86.0,"80,835",블리자드,272
407,407,0,34,18,히어로즈 오브 더 스톰,RTS,1.03,"2,731","86,668",86.0,"60,837",블리자드,272
408,408,0,36,19,스페셜포스,FPS,0.42,"2,563","70,469",102.0,"41,798",네오위즈,272
409,409,0,38,20,한게임 로우바둑이,보드,14.03,"3,243","69,614",28.0,"153,959",한게임,272
410,410,0,40,21,크레이지아케이드,아케이드,58.35,"4,293","62,947",31.0,"126,533",넥슨,272
411,411,0,42,22,스타크래프트2,RTS,0.73,"2,767","60,789",73.0,"50,624",블리자드,272
412,412,0,44,23,파이널판타지14,RPG,2.05,"1,808","57,392",131.0,"26,292",액토즈소프트,272
413,413,0,46,24,테라,RPG,1.93,"1,789","54,026",77.0,"42,038",넥슨,272
414,414,0,48,25,하스스톤,보드,9.57,"4,041","47,483",42.0,"69,243",블리자드,272
415,415,0,50,26,리니지2,RPG,1.69,"1,596","47,225",139.0,"20,464",엔씨소프트,272
416,416,0,52,27,테일즈런너,스포츠,3.99,"3,543","46,772",37.0,"76,801",스마일게이트,272
417,417,0,54,28,한게임 신맞고,보드,8.32,"2,772","41,248",40.0,"62,098",한게임,272
418,418,0,56,29,거상,RPG,1.43,"1,642","39,990",91.0,"26,278",(주)에이케이인터렉티브,272
419,419,0,58,30,DOTA 2,RTS,0.48,744,"39,790",109.0,"22,267",스팀,272
420,420,0,0,1,배틀그라운드,FPS,80.72,"9,333","13,080,106",85.0,"9,260,791",카카오/스팀,271
421,421,0,2,2,리그 오브 레전드,RTS,88.54,"9,392","7,356,970",92.0,"4,830,345",라이엇게임즈,271
422,422,0,4,3,오버워치,FPS,12.78,"9,240","2,070,520",65.0,"1,932,209",블리자드,271
423,423,0,6,4,서든어택,FPS,5.49,"8,986","888,925",67.0,"810,104",넥슨,271
424,424,0,8,5,던전앤파이터,액션,73.05,"8,498","734,196",84.0,"514,184",넥슨,271
425,425,0,10,6,스타크래프트 리마스터,RTS,7.72,"8,736","640,754",72.0,"540,413",블리자드,271
426,426,0,12,7,메이플스토리,RPG,14.36,"7,633","380,184",78.0,"292,514",넥슨,271
427,427,0,14,8,천애명월도,RPG,13.38,"5,032","354,323",142.0,"150,172",넥슨,271
428,428,0,16,9,리니지,RPG,11.28,"5,201","298,779",113.0,"159,554",엔씨소프트,271
429,429,0,18,10,디아블로3,RPG,8.92,"5,801","236,072",108.0,"131,064",블리자드,271
430,430,0,20,11,월드 오브 워크래프트,RPG,8.61,"4,884","228,044",124.0,"110,999",블리자드,271
431,431,0,22,12,사이퍼즈,액션,18.52,"4,977","186,156",107.0,"104,186",넥슨,271
432,432,0,24,13,아이온,RPG,6.9,"3,960","182,662",90.0,"122,371",엔씨소프트,271
433,433,0,26,14,블레이드 & 소울,RPG,6.21,"4,357","164,480",92.0,"107,020",엔씨소프트,271
434,434,0,28,15,카트라이더,레이싱,85.57,"6,940","137,137",34.0,"249,141",넥슨,271
435,435,0,30,16,검은사막,RPG,4.99,"3,950","131,962",112.0,"70,543",(주)펄어비스,271
436,436,0,32,17,워크래프트3 리포지드,RTS,1.34,"3,386","111,025",86.0,"78,413",블리자드,271
437,437,0,34,18,히어로즈 오브 더 스톰,RTS,1.05,"2,815","86,607",83.0,"62,615",블리자드,271
438,438,0,36,19,소울워커,RPG,2.52,"2,356","66,539",81.0,"49,084",스팀,271
439,439,0,38,20,스페셜포스,FPS,0.41,"2,412","65,445",102.0,"38,840",네오위즈,271
440,440,0,40,21,한게임 로우바둑이,보드,13.72,"3,147","63,765",28.0,"137,416",한게임,271
441,441,0,42,22,파이널판타지14,RPG,2.35,"1,980","62,130",127.0,"29,742",액토즈소프트,271
442,442,0,44,23,스타크래프트2,RTS,0.73,"2,776","59,974",72.0,"50,685",블리자드,271
443,443,0,46,24,크레이지아케이드,아케이드,58.68,"4,223","59,161",30.0,"122,888",넥슨,271
444,444,0,48,25,테라,RPG,1.93,"1,758","50,997",75.0,"41,063",넥슨,271
445,445,0,50,26,하스스톤,보드,10.14,"3,946","47,101",43.0,"67,764",블리자드,271
446,446,0,52,27,리니지2,RPG,1.71,"1,539","45,140",138.0,"19,608",엔씨소프트,271
447,447,0,54,28,테일즈런너,스포츠,3.44,"3,005","39,578",35.0,"65,316",스마일게이트,271
448,448,0,56,29,한게임 신맞고,보드,8.34,"2,732","38,756",39.0,"60,847",한게임,271
449,449,0,58,30,DOTA 2,RTS,0.45,708,"36,623",108.0,"20,483",스팀,271
450,450,0,0,1,배틀그라운드,FPS,81.3,"9,385","12,757,461",88.0,"8,708,088",카카오/스팀,270
451,451,0,2,2,리그 오브 레전드,RTS,88.42,"9,439","7,350,172",91.0,"4,866,878",라이엇게임즈,270
452,452,0,4,3,오버워치,FPS,12.33,"9,252","1,933,369",65.0,"1,787,793",블리자드,270
453,453,0,6,4,서든어택,FPS,5.33,"8,946","835,400",67.0,"760,587",넥슨,270
454,454,0,8,5,던전앤파이터,액션,73.34,"8,432","743,193",91.0,"485,537",넥슨,270
455,455,0,10,6,스타크래프트 리마스터,RTS,7.76,"8,774","644,793",73.0,"535,847",블리자드,270
456,456,0,12,7,메이플스토리,RPG,14.44,"7,605","388,919",80.0,"289,576",넥슨,270
457,457,0,14,8,천애명월도,RPG,12.01,"4,867","323,479",139.0,"140,663",넥슨,270
458,458,0,16,9,리니지,RPG,11.16,"5,137","300,472",120.0,"150,492",엔씨소프트,270
459,459,0,18,10,월드 오브 워크래프트,RPG,8.39,"4,922","225,831",124.0,"109,490",블리자드,270
460,460,0,20,11,디아블로3,RPG,8.25,"5,601","222,130",111.0,"120,315",블리자드,270
461,461,0,22,12,아이온,RPG,7.3,"3,999","196,605",90.0,"132,903",엔씨소프트,270
462,462,0,24,13,사이퍼즈,액션,18.2,"4,883","184,340",111.0,"100,055",넥슨,270
463,463,0,26,14,블레이드 & 소울,RPG,6.08,"4,277","163,656",96.0,"101,696",엔씨소프트,270
464,464,0,28,15,소울워커,RPG,5.41,"4,095","145,619",96.0,"91,811",스팀,270
465,465,0,30,16,카트라이더,레이싱,80.41,"6,831","129,021",34.0,"233,145",넥슨,270
466,466,0,32,17,검은사막,RPG,4.68,"3,811","125,942",114.0,"66,326",(주)펄어비스,270
467,467,0,34,18,워크래프트3 리포지드,RTS,1.38,"3,468","114,118",86.0,"80,374",블리자드,270
468,468,0,36,19,히어로즈 오브 더 스톰,RTS,1.05,"2,780","87,144",85.0,"61,401",블리자드,270
469,469,0,38,20,한게임 로우바둑이,보드,14.58,"3,436","75,378",27.0,"170,707",한게임,270
470,470,0,40,21,스페셜포스,FPS,0.43,"2,436","66,602",102.0,"39,562",네오위즈,270
471,471,0,42,22,스타크래프트2,RTS,0.77,"2,830","63,666",74.0,"52,241",블리자드,270
472,472,0,44,23,파이널판타지14,RPG,2.25,"1,886","60,523",134.0,"27,123",액토즈소프트,270
473,473,0,46,24,크레이지아케이드,아케이드,56.84,"4,027","55,265",30.0,"112,825",넥슨,270
474,474,0,48,25,테라,RPG,1.88,"1,697","50,588",79.0,"38,071",넥슨,270
475,475,0,50,26,하스스톤,보드,9.17,"3,882","47,391",44.0,"66,288",블리자드,270
476,476,0,52,27,리니지2,RPG,1.69,"1,559","45,306",140.0,"19,483",엔씨소프트,270
477,477,0,54,28,한게임 신맞고,보드,7.8,"2,775","40,288",40.0,"61,846",한게임,270
478,478,0,56,29,거상,RPG,1.47,"1,637","39,487",88.0,"26,941",(주)에이케이인터렉티브,270
479,479,0,58,30,DOTA 2,RTS,0.47,748,"38,980",116.0,"20,145",스팀,270
480,480,0,0,1,배틀그라운드,FPS,80.79,"9,349","12,461,707",87.0,"8,556,382",카카오/스팀,269
481,481,0,2,2,리그 오브 레전드,RTS,88.11,"9,412","7,021,076",93.0,"4,532,369",라이엇게임즈,269
482,482,0,4,3,오버워치,FPS,12.79,"9,239","1,971,870",65.0,"1,814,336",블리자드,269
483,483,0,6,4,서든어택,FPS,5.36,"8,935","826,324",67.0,"746,502",넥슨,269
484,484,0,8,5,스타크래프트 리마스터,RTS,8.17,"8,744","650,866",74.0,"534,431",블리자드,269
